student_id,subject,internal_marks,midterm_marks,final_exam_marks,total_marks,grade
STU00254,Database Management,39,16,22,77,B
STU00254,Machine Learning,20,21,26,67,C
STU00254,Operating Systems,34,26,23,83,B
STU00255,Big Data Analytics,37,16,25,78,B
STU00255,Computer Networks,37,23,24,84,B
STU00255,Database Management,25,28,20,73,B
STU00255,Machine Learning,20,29,23,72,B
STU00255,Operating Systems,32,21,27,80,B
STU00256,Big Data Analytics,31,20,23,74,B
STU00256,Computer Networks,40,30,20,90,A
STU00256,Database Management,29,30,27,86,A
STU00256,Machine Learning,32,25,24,81,B
STU00256,Operating Systems,33,23,28,84,B
STU00257,Big Data Analytics,36,23,29,88,A
STU00257,Computer Networks,38,19,24,81,B
STU00257,Database Management,31,16,22,69,C
STU00257,Machine Learning,25,29,29,83,B
STU00257,Operating Systems,30,24,28,82,B
STU00258,Big Data Analytics,24,18,29,71,B
STU00258,Computer Networks,26,20,29,75,B
STU00258,Database Management,40,29,29,98,A
STU00258,Machine Learning,21,30,28,79,B
STU00258,Operating Systems,38,26,30,94,A
STU00259,Big Data Analytics,33,19,22,74,B
STU00259,Computer Networks,21,22,27,70,B
STU00259,Database Management,20,17,20,57,C
STU00259,Machine Learning,21,23,20,64,C
STU00259,Operating Systems,27,15,24,66,C
STU00260,Big Data Analytics,25,22,23,70,B
STU00260,Computer Networks,37,29,24,90,A
STU00260,Database Management,39,29,20,88,A
STU00260,Machine Learning,32,20,25,77,B
STU00260,Operating Systems,21,30,30,81,B
STU00261,Big Data Analytics,22,15,23,60,C
STU00261,Computer Networks,37,21,20,78,B
STU00261,Database Management,22,28,30,80,B
STU00261,Machine Learning,30,23,28,81,B
STU00261,Operating Systems,24,19,20,63,C
STU00262,Big Data Analytics,39,26,26,91,A
STU00262,Computer Networks,26,22,25,73,B
STU00262,Database Management,40,27,23,90,A
STU00262,Machine Learning,26,22,29,77,B
STU00262,Operating Systems,35,26,24,85,A
STU00263,Big Data Analytics,39,16,21,76,B
STU00263,Computer Networks,24,21,22,67,C
STU00263,Database Management,31,19,20,70,B
STU00263,Machine Learning,27,27,21,75,B
STU00263,Operating Systems,23,25,28,76,B
STU00264,Big Data Analytics,28,28,23,79,B
STU00264,Computer Networks,37,21,30,88,A
STU00264,Database Management,32,15,27,74,B
STU00264,Machine Learning,21,19,29,69,C
STU00264,Operating Systems,22,17,29,68,C
STU00265,Big Data Analytics,31,15,29,75,B
STU00265,Computer Networks,31,29,29,89,A
STU00265,Database Management,28,16,21,65,C
STU00265,Machine Learning,25,30,30,85,A
STU00265,Operating Systems,24,19,28,71,B
STU00266,Big Data Analytics,34,21,22,77,B
STU00266,Computer Networks,28,29,25,82,B
STU00266,Database Management,27,26,20,73,B
STU00266,Machine Learning,26,29,22,77,B
STU00266,Operating Systems,37,18,30,85,A
STU00267,Big Data Analytics,38,17,25,80,B
STU00267,Computer Networks,31,30,28,89,A
STU00267,Database Management,28,28,24,80,B
STU00267,Machine Learning,33,28,30,91,A
STU00267,Operating Systems,37,24,23,84,B
STU00268,Big Data Analytics,28,23,29,80,B
STU00268,Computer Networks,32,17,28,77,B
STU00268,Database Management,25,23,20,68,C
STU00268,Machine Learning,33,15,25,73,B
STU00268,Operating Systems,30,16,29,75,B
STU00269,Big Data Analytics,30,25,28,83,B
STU00269,Computer Networks,35,15,21,71,B
STU00269,Database Management,40,18,29,87,A
STU00269,Machine Learning,26,30,21,77,B
STU00269,Operating Systems,36,28,23,87,A
STU00270,Big Data Analytics,32,20,25,77,B
STU00270,Computer Networks,29,19,21,69,C
STU00270,Database Management,23,22,28,73,B
STU00270,Machine Learning,21,28,20,69,C
STU00270,Operating Systems,37,18,21,76,B
STU00271,Big Data Analytics,35,30,30,95,A
STU00271,Computer Networks,29,24,27,80,B
STU00271,Database Management,34,23,22,79,B
STU00271,Machine Learning,35,22,27,84,B
STU00271,Operating Systems,28,25,30,83,B
STU00272,Big Data Analytics,29,28,29,86,A
STU00272,Computer Networks,39,19,22,80,B
STU00272,Database Management,28,25,21,74,B
STU00272,Machine Learning,20,18,24,62,C
STU00272,Operating Systems,29,18,25,72,B
STU00273,Big Data Analytics,36,23,25,84,B
STU00273,Computer Networks,21,20,25,66,C
STU00273,Database Management,21,29,29,79,B
STU00273,Machine Learning,29,20,24,73,B
STU00273,Operating Systems,26,25,24,75,B
STU00274,Big Data Analytics,29,22,28,79,B
STU00274,Computer Networks,26,24,28,78,B
STU00274,Database Management,25,15,30,70,B
STU00274,Machine Learning,38,17,24,79,B
STU00274,Operating Systems,38,18,26,82,B
STU00275,Big Data Analytics,29,23,25,77,B
STU00275,Computer Networks,22,15,24,61,C
STU00275,Database Management,32,18,21,71,B
STU00275,Machine Learning,27,20,26,73,B
STU00275,Operating Systems,32,17,21,70,B
STU00276,Big Data Analytics,31,30,23,84,B
STU00276,Computer Networks,33,29,24,86,A
STU00276,Database Management,34,28,20,82,B
STU00276,Machine Learning,25,24,23,72,B
STU00276,Operating Systems,34,23,25,82,B
STU00277,Big Data Analytics,34,25,29,88,A
STU00277,Computer Networks,21,22,23,66,C
STU00277,Database Management,40,18,27,85,A
STU00277,Machine Learning,23,22,25,70,B
STU00277,Operating Systems,38,20,25,83,B
STU00278,Big Data Analytics,29,30,24,83,B
STU00278,Computer Networks,38,20,23,81,B
STU00278,Database Management,34,25,28,87,A
STU00278,Machine Learning,32,27,21,80,B
STU00278,Operating Systems,20,29,21,70,B
STU00279,Big Data Analytics,27,17,21,65,C
STU00279,Computer Networks,25,15,21,61,C
STU00279,Database Management,37,21,22,80,B
STU00279,Machine Learning,38,21,27,86,A
STU00279,Operating Systems,24,15,20,59,C
STU00280,Big Data Analytics,28,17,23,68,C
STU00280,Computer Networks,36,24,20,80,B
STU00280,Database Management,25,25,28,78,B
STU00280,Machine Learning,32,15,25,72,B
STU00280,Operating Systems,38,16,29,83,B
STU00281,Big Data Analytics,32,15,24,71,B
STU00281,Computer Networks,32,29,20,81,B
STU00281,Database Management,36,19,26,81,B
STU00281,Machine Learning,27,16,30,73,B
STU00281,Operating Systems,37,24,30,91,A
STU00282,Big Data Analytics,36,26,27,89,A
STU00282,Computer Networks,24,17,27,68,C
STU00282,Database Management,24,15,26,65,C
STU00282,Machine Learning,30,30,25,85,A
STU00282,Operating Systems,27,25,25,77,B
STU00283,Big Data Analytics,36,19,26,81,B
STU00283,Computer Networks,26,26,20,72,B
STU00283,Database Management,34,17,24,75,B
STU00283,Machine Learning,38,26,26,90,A
STU00283,Operating Systems,29,28,24,81,B
STU00284,Big Data Analytics,23,29,28,80,B
STU00284,Computer Networks,26,24,23,73,B
STU00284,Database Management,21,29,20,70,B
STU00284,Machine Learning,22,27,20,69,C
STU00284,Operating Systems,24,20,22,66,C
STU00285,Big Data Analytics,37,24,25,86,A
STU00285,Computer Networks,35,26,28,89,A
STU00285,Database Management,25,21,21,67,C
STU00285,Machine Learning,39,17,27,83,B
STU00285,Operating Systems,20,30,20,70,B
STU00286,Big Data Analytics,34,30,30,94,A
STU00286,Computer Networks,24,22,28,74,B
STU00286,Database Management,39,28,21,88,A
STU00286,Machine Learning,38,23,22,83,B
STU00286,Operating Systems,40,18,24,82,B
STU00287,Big Data Analytics,22,23,27,72,B
STU00287,Computer Networks,35,27,21,83,B
STU00287,Database Management,31,16,27,74,B
STU00287,Machine Learning,20,19,26,65,C
STU00287,Operating Systems,23,26,21,70,B
STU00288,Big Data Analytics,30,17,29,76,B
STU00288,Computer Networks,36,26,23,85,A
STU00288,Database Management,32,30,30,92,A
STU00288,Machine Learning,26,23,23,72,B
STU00288,Operating Systems,24,18,23,65,C
STU00289,Big Data Analytics,26,22,23,71,B
STU00289,Computer Networks,35,25,27,87,A
STU00289,Database Management,33,23,20,76,B
STU00289,Machine Learning,37,22,22,81,B
STU00289,Operating Systems,25,24,30,79,B
STU00290,Big Data Analytics,33,18,27,78,B
STU00290,Computer Networks,20,30,26,76,B
STU00290,Database Management,38,27,22,87,A
STU00290,Machine Learning,30,19,28,77,B
STU00290,Operating Systems,28,21,22,71,B
STU00291,Big Data Analytics,25,30,27,82,B
STU00291,Computer Networks,21,25,30,76,B
STU00291,Database Management,25,18,24,67,C
STU00291,Machine Learning,36,29,22,87,A
STU00291,Operating Systems,37,15,30,82,B
STU00292,Big Data Analytics,30,30,27,87,A
STU00292,Computer Networks,33,24,24,81,B
STU00292,Database Management,40,27,25,92,A
STU00292,Machine Learning,22,21,24,67,C
STU00292,Operating Systems,28,29,20,77,B
STU00293,Big Data Analytics,39,25,26,90,A
STU00293,Computer Networks,37,30,29,96,A
STU00293,Database Management,21,24,21,66,C
STU00293,Machine Learning,33,25,30,88,A
STU00293,Operating Systems,40,26,29,95,A
STU00294,Big Data Analytics,39,27,27,93,A
STU00294,Computer Networks,37,15,24,76,B
STU00294,Database Management,40,22,21,83,B
STU00294,Machine Learning,30,15,24,69,C
STU00294,Operating Systems,33,19,27,79,B
STU00295,Big Data Analytics,38,19,23,80,B
STU00295,Computer Networks,30,26,27,83,B
STU00295,Database Management,35,16,30,81,B
STU00295,Machine Learning,31,18,27,76,B
STU00295,Operating Systems,36,23,27,86,A
STU00296,Big Data Analytics,33,27,26,86,A
STU00296,Computer Networks,27,16,20,63,C
STU00296,Database Management,25,23,28,76,B
STU00296,Machine Learning,33,20,22,75,B
STU00296,Operating Systems,27,27,22,76,B
STU00297,Big Data Analytics,20,26,20,66,C
STU00297,Computer Networks,22,25,24,71,B
STU00297,Database Management,39,25,22,86,A
STU00297,Machine Learning,23,22,29,74,B
STU00297,Operating Systems,35,25,23,83,B
STU00298,Big Data Analytics,26,22,30,78,B
STU00298,Computer Networks,22,29,28,79,B
STU00298,Database Management,40,24,20,84,B
STU00298,Machine Learning,21,22,28,71,B
STU00298,Operating Systems,28,29,25,82,B
STU00299,Big Data Analytics,32,16,27,75,B
STU00299,Computer Networks,31,30,21,82,B
STU00299,Database Management,35,22,26,83,B
STU00299,Machine Learning,38,25,28,91,A
STU00299,Operating Systems,37,28,24,89,A
STU00300,Big Data Analytics,24,21,21,66,C
STU00300,Computer Networks,33,25,22,80,B
STU00300,Database Management,33,19,22,74,B
STU00300,Machine Learning,25,27,23,75,B
STU00300,Operating Systems,33,19,30,82,B
STU00301,Big Data Analytics,34,27,30,91,A
STU00301,Computer Networks,37,18,27,82,B
STU00301,Database Management,34,21,25,80,B
STU00301,Machine Learning,35,25,30,90,A
STU00301,Operating Systems,28,15,25,68,C
STU00302,Big Data Analytics,23,30,27,80,B
STU00302,Computer Networks,20,27,26,73,B
STU00302,Database Management,26,24,21,71,B
STU00302,Machine Learning,20,29,20,69,C
STU00302,Operating Systems,30,15,20,65,C
STU00303,Big Data Analytics,40,24,30,94,A
STU00303,Computer Networks,25,18,29,72,B
STU00303,Database Management,36,30,20,86,A
STU00303,Machine Learning,29,24,21,74,B
STU00303,Operating Systems,36,26,23,85,A
STU00304,Big Data Analytics,36,27,23,86,A
STU00304,Computer Networks,20,28,27,75,B
STU00304,Database Management,31,30,21,82,B
STU00304,Machine Learning,39,22,24,85,A
STU00304,Operating Systems,21,15,21,57,C
STU00305,Big Data Analytics,38,15,28,81,B
STU00305,Computer Networks,28,30,24,82,B
STU00305,Database Management,38,23,25,86,A
STU00305,Machine Learning,24,23,21,68,C
STU00305,Operating Systems,37,24,29,90,A
STU00306,Big Data Analytics,39,16,30,85,A
STU00306,Computer Networks,33,27,26,86,A
STU00306,Database Management,31,20,29,80,B
STU00306,Machine Learning,25,24,23,72,B
STU00306,Operating Systems,31,26,21,78,B
STU00307,Big Data Analytics,20,30,24,74,B
STU00307,Computer Networks,26,30,21,77,B
STU00307,Database Management,37,17,26,80,B
STU00307,Machine Learning,20,26,30,76,B
STU00307,Operating Systems,30,23,30,83,B
STU00308,Big Data Analytics,38,15,21,74,B
STU00308,Computer Networks,25,17,22,64,C
STU00308,Database Management,30,21,29,80,B
STU00308,Machine Learning,20,30,25,75,B
STU00308,Operating Systems,20,22,20,62,C
STU00309,Big Data Analytics,35,21,29,85,A
STU00309,Computer Networks,40,27,25,92,A
STU00309,Database Management,27,25,23,75,B
STU00309,Machine Learning,40,25,20,85,A
STU00309,Operating Systems,26,16,30,72,B
STU00310,Big Data Analytics,33,26,22,81,B
STU00310,Computer Networks,29,28,25,82,B
STU00310,Database Management,36,19,21,76,B
STU00310,Machine Learning,20,19,23,62,C
STU00310,Operating Systems,24,17,26,67,C
STU00311,Big Data Analytics,24,26,23,73,B
STU00311,Computer Networks,33,17,24,74,B
STU00311,Database Management,37,28,29,94,A
STU00311,Machine Learning,23,28,26,77,B
STU00311,Operating Systems,21,15,23,59,C
STU00312,Big Data Analytics,32,22,26,80,B
STU00312,Computer Networks,34,29,28,91,A
STU00312,Database Management,30,26,29,85,A
STU00312,Machine Learning,36,26,28,90,A
STU00312,Operating Systems,27,25,24,76,B
STU00313,Big Data Analytics,32,17,21,70,B
STU00313,Computer Networks,33,17,24,74,B
STU00313,Database Management,37,26,24,87,A
STU00313,Machine Learning,34,30,28,92,A
STU00313,Operating Systems,21,22,25,68,C
STU00314,Big Data Analytics,40,26,23,89,A
STU00314,Computer Networks,27,25,27,79,B
STU00314,Database Management,20,16,26,62,C
STU00314,Machine Learning,26,24,30,80,B
STU00314,Operating Systems,34,15,27,76,B
STU00315,Big Data Analytics,39,18,29,86,A
STU00315,Computer Networks,24,21,29,74,B
STU00315,Database Management,22,27,28,77,B
STU00315,Machine Learning,21,23,24,68,C
STU00315,Operating Systems,33,15,28,76,B
STU00316,Big Data Analytics,35,19,26,80,B
STU00316,Computer Networks,31,15,28,74,B
STU00316,Database Management,28,28,30,86,A
STU00316,Machine Learning,27,22,22,71,B
STU00316,Operating Systems,40,17,23,80,B
STU00317,Big Data Analytics,30,23,24,77,B
STU00317,Computer Networks,21,24,22,67,C
STU00317,Database Management,30,20,22,72,B
STU00317,Machine Learning,25,18,30,73,B
STU00317,Operating Systems,22,19,24,65,C
STU00318,Big Data Analytics,28,29,21,78,B
STU00318,Computer Networks,22,30,23,75,B
STU00318,Database Management,23,25,24,72,B
STU00318,Machine Learning,29,21,29,79,B
STU00318,Operating Systems,26,29,20,75,B
STU00319,Big Data Analytics,27,20,25,72,B
STU00319,Computer Networks,28,24,30,82,B
STU00319,Database Management,37,15,27,79,B
STU00319,Machine Learning,29,16,28,73,B
STU00319,Operating Systems,24,27,27,78,B
STU00320,Big Data Analytics,33,18,27,78,B
STU00320,Computer Networks,22,17,27,66,C
STU00320,Database Management,38,27,30,95,A
STU00320,Machine Learning,31,28,20,79,B
STU00320,Operating Systems,23,25,23,71,B
STU00321,Big Data Analytics,26,27,22,75,B
STU00321,Computer Networks,38,24,20,82,B
STU00321,Database Management,40,25,25,90,A
STU00321,Machine Learning,22,18,23,63,C
STU00321,Operating Systems,21,20,20,61,C
STU00322,Big Data Analytics,24,20,21,65,C
STU00322,Computer Networks,26,22,21,69,C
STU00322,Database Management,34,21,27,82,B
STU00322,Machine Learning,31,20,29,80,B
STU00322,Operating Systems,36,25,29,90,A
STU00323,Big Data Analytics,23,29,30,82,B
STU00323,Computer Networks,23,21,26,70,B
STU00323,Database Management,25,26,23,74,B
STU00323,Machine Learning,30,21,24,75,B
STU00323,Operating Systems,39,27,21,87,A
STU00324,Big Data Analytics,35,22,28,85,A
STU00324,Computer Networks,30,23,25,78,B
STU00324,Database Management,24,25,25,74,B
STU00324,Machine Learning,38,18,22,78,B
STU00324,Operating Systems,40,29,23,92,A
STU00325,Big Data Analytics,33,15,28,76,B
STU00325,Computer Networks,34,23,29,86,A
STU00325,Database Management,21,15,26,62,C
STU00325,Machine Learning,25,20,29,74,B
STU00325,Operating Systems,22,26,21,69,C
STU00326,Big Data Analytics,35,15,23,73,B
STU00326,Computer Networks,37,29,26,92,A
STU00326,Database Management,25,24,20,69,C
STU00326,Machine Learning,29,20,27,76,B
STU00326,Operating Systems,24,17,20,61,C
STU00327,Big Data Analytics,30,21,25,76,B
STU00327,Computer Networks,33,17,28,78,B
STU00327,Database Management,23,27,24,74,B
STU00327,Machine Learning,26,16,24,66,C
STU00327,Operating Systems,26,19,24,69,C
STU00328,Big Data Analytics,30,28,30,88,A
STU00328,Computer Networks,36,30,25,91,A
STU00328,Database Management,29,28,24,81,B
STU00328,Machine Learning,39,17,27,83,B
STU00328,Operating Systems,39,27,24,90,A
STU00329,Big Data Analytics,34,21,20,75,B
STU00329,Computer Networks,28,26,22,76,B
STU00329,Database Management,37,27,22,86,A
STU00329,Machine Learning,36,24,24,84,B
STU00329,Operating Systems,40,22,23,85,A
STU00330,Big Data Analytics,37,30,27,94,A
STU00330,Computer Networks,24,29,27,80,B
STU00330,Database Management,34,16,28,78,B
STU00330,Machine Learning,20,24,30,74,B
STU00330,Operating Systems,40,18,28,86,A
STU00331,Big Data Analytics,39,28,22,89,A
STU00331,Computer Networks,22,28,30,80,B
STU00331,Database Management,35,18,23,76,B
STU00331,Machine Learning,24,16,27,67,C
STU00331,Operating Systems,22,24,20,66,C
STU00332,Big Data Analytics,39,15,27,81,B
STU00332,Computer Networks,32,22,24,78,B
STU00332,Database Management,30,26,28,84,B
STU00332,Machine Learning,40,20,21,81,B
STU00332,Operating Systems,39,19,27,85,A
STU00333,Big Data Analytics,40,17,26,83,B
STU00333,Computer Networks,30,22,23,75,B
STU00333,Database Management,33,20,30,83,B
STU00333,Machine Learning,27,17,22,66,C
STU00333,Operating Systems,28,22,20,70,B
STU00334,Big Data Analytics,21,27,21,69,C
STU00334,Computer Networks,28,28,29,85,A
STU00334,Database Management,28,20,23,71,B
STU00334,Machine Learning,40,22,29,91,A
STU00334,Operating Systems,23,23,23,69,C
STU00335,Big Data Analytics,32,26,20,78,B
STU00335,Computer Networks,31,17,27,75,B
STU00335,Database Management,36,23,22,81,B
STU00335,Machine Learning,40,22,27,89,A
STU00335,Operating Systems,38,15,27,80,B
STU00336,Big Data Analytics,21,20,29,70,B
STU00336,Computer Networks,38,22,23,83,B
STU00336,Database Management,28,15,25,68,C
STU00336,Machine Learning,35,15,26,76,B
STU00336,Operating Systems,31,23,28,82,B
STU00337,Big Data Analytics,27,21,20,68,C
STU00337,Computer Networks,35,24,28,87,A
STU00337,Database Management,39,28,20,87,A
STU00337,Machine Learning,38,16,20,74,B
STU00337,Operating Systems,20,29,20,69,C
STU00338,Big Data Analytics,26,30,24,80,B
STU00338,Computer Networks,23,21,25,69,C
STU00338,Database Management,23,24,29,76,B
STU00338,Machine Learning,22,28,30,80,B
STU00338,Operating Systems,35,18,26,79,B
STU00339,Big Data Analytics,21,21,22,64,C
STU00339,Computer Networks,25,25,23,73,B
STU00339,Database Management,35,20,30,85,A
STU00339,Machine Learning,32,16,27,75,B
STU00339,Operating Systems,34,18,22,74,B
STU00340,Big Data Analytics,23,27,28,78,B
STU00340,Computer Networks,27,29,30,86,A
STU00340,Database Management,22,22,24,68,C
STU00340,Machine Learning,38,22,24,84,B
STU00340,Operating Systems,39,19,24,82,B
STU00341,Big Data Analytics,34,25,20,79,B
STU00341,Computer Networks,36,18,25,79,B
STU00341,Database Management,20,19,26,65,C
STU00341,Machine Learning,27,25,26,78,B
STU00341,Operating Systems,33,23,23,79,B
STU00342,Big Data Analytics,40,26,30,96,A
STU00342,Computer Networks,39,28,22,89,A
STU00342,Database Management,22,18,20,60,C
STU00342,Machine Learning,30,15,27,72,B
STU00342,Operating Systems,36,27,20,83,B
STU00343,Big Data Analytics,23,26,23,72,B
STU00343,Computer Networks,21,24,22,67,C
STU00343,Database Management,37,23,23,83,B
STU00343,Machine Learning,21,17,28,66,C
STU00343,Operating Systems,37,26,27,90,A
STU00344,Big Data Analytics,20,27,27,74,B
STU00344,Computer Networks,26,17,26,69,C
STU00344,Database Management,40,27,25,92,A
STU00344,Machine Learning,25,26,22,73,B
STU00344,Operating Systems,33,16,28,77,B
STU00345,Big Data Analytics,38,28,26,92,A
STU00345,Computer Networks,32,22,25,79,B
STU00345,Database Management,40,23,22,85,A
STU00345,Machine Learning,32,20,28,80,B
STU00345,Operating Systems,22,22,28,72,B
STU00346,Big Data Analytics,22,30,25,77,B
STU00346,Computer Networks,35,17,20,72,B
STU00346,Database Management,20,27,28,75,B
STU00346,Machine Learning,35,29,27,91,A
STU00346,Operating Systems,37,17,23,77,B
STU00347,Big Data Analytics,38,25,20,83,B
STU00347,Computer Networks,34,17,25,76,B
STU00347,Database Management,35,27,29,91,A
STU00347,Machine Learning,35,26,25,86,A
STU00347,Operating Systems,38,25,30,93,A
STU00348,Big Data Analytics,21,21,26,68,C
STU00348,Computer Networks,26,30,29,85,A
STU00348,Database Management,25,16,26,67,C
STU00348,Machine Learning,27,26,25,78,B
STU00348,Operating Systems,27,17,27,71,B
STU00349,Big Data Analytics,38,23,22,83,B
STU00349,Computer Networks,21,29,24,74,B
STU00349,Database Management,29,27,25,81,B
STU00349,Machine Learning,23,23,28,74,B
STU00349,Operating Systems,38,28,20,86,A
STU00350,Big Data Analytics,24,28,22,74,B
STU00350,Computer Networks,40,18,27,85,A
STU00350,Database Management,30,29,28,87,A
STU00350,Machine Learning,20,30,29,79,B
STU00350,Operating Systems,36,30,26,92,A
STU00351,Big Data Analytics,34,19,27,80,B
STU00351,Computer Networks,26,26,22,74,B
STU00351,Database Management,31,23,22,76,B
STU00351,Machine Learning,37,18,28,83,B
STU00351,Operating Systems,28,17,27,72,B
STU00352,Big Data Analytics,40,22,26,88,A
STU00352,Computer Networks,32,25,24,81,B
STU00352,Database Management,31,19,25,75,B
STU00352,Machine Learning,29,24,21,74,B
STU00352,Operating Systems,31,24,29,84,B
STU00353,Big Data Analytics,26,28,21,75,B
STU00353,Computer Networks,26,25,28,79,B
STU00353,Database Management,25,17,27,69,C
STU00353,Machine Learning,23,24,24,71,B
STU00353,Operating Systems,30,26,21,77,B
STU00354,Big Data Analytics,21,24,22,67,C
STU00354,Computer Networks,23,30,21,74,B
STU00354,Database Management,38,19,21,78,B
STU00354,Machine Learning,36,18,26,80,B
STU00354,Operating Systems,32,25,22,79,B
STU00355,Big Data Analytics,26,27,30,83,B
STU00355,Computer Networks,34,15,23,72,B
STU00355,Database Management,38,23,23,84,B
STU00355,Machine Learning,36,18,28,82,B
STU00355,Operating Systems,40,25,26,91,A
STU00356,Big Data Analytics,27,30,20,77,B
STU00356,Computer Networks,34,19,25,78,B
STU00356,Database Management,34,16,20,70,B
STU00356,Machine Learning,33,19,21,73,B
STU00356,Operating Systems,31,19,21,71,B
STU00357,Big Data Analytics,26,20,24,70,B
STU00357,Computer Networks,39,30,27,96,A
STU00357,Database Management,33,29,22,84,B
STU00357,Machine Learning,31,19,26,76,B
STU00357,Operating Systems,23,15,27,65,C
STU00358,Big Data Analytics,30,20,23,73,B
STU00358,Computer Networks,25,27,24,76,B
STU00358,Database Management,38,26,20,84,B
STU00358,Machine Learning,20,25,26,71,B
STU00358,Operating Systems,37,24,25,86,A
STU00359,Big Data Analytics,31,23,21,75,B
STU00359,Computer Networks,23,29,26,78,B
STU00359,Database Management,29,16,27,72,B
STU00359,Machine Learning,28,23,28,79,B
STU00359,Operating Systems,31,27,20,78,B
STU00360,Big Data Analytics,31,21,26,78,B
STU00360,Computer Networks,34,16,30,80,B
STU00360,Database Management,33,16,29,78,B
STU00360,Machine Learning,31,25,25,81,B
STU00360,Operating Systems,39,16,30,85,A
STU00361,Big Data Analytics,28,30,26,84,B
STU00361,Computer Networks,22,29,23,74,B
STU00361,Database Management,40,21,20,81,B
STU00361,Machine Learning,37,20,27,84,B
STU00361,Operating Systems,39,18,24,81,B
STU00362,Big Data Analytics,23,27,25,75,B
STU00362,Computer Networks,23,28,22,73,B
STU00362,Database Management,29,21,26,76,B
STU00362,Machine Learning,38,30,28,96,A
STU00362,Operating Systems,26,24,27,77,B
STU00363,Big Data Analytics,33,21,24,78,B
STU00363,Computer Networks,23,24,29,76,B
STU00363,Database Management,24,25,23,72,B
STU00363,Machine Learning,33,27,28,88,A
STU00363,Operating Systems,37,20,20,77,B
STU00364,Big Data Analytics,23,27,21,71,B
STU00364,Computer Networks,21,26,25,72,B
STU00364,Database Management,35,19,21,75,B
STU00364,Machine Learning,22,25,29,76,B
STU00364,Operating Systems,32,22,20,74,B
STU00365,Big Data Analytics,36,30,26,92,A
STU00365,Computer Networks,23,30,29,82,B
STU00365,Database Management,38,29,27,94,A
STU00365,Machine Learning,28,17,28,73,B
STU00365,Operating Systems,27,28,27,82,B
STU00366,Big Data Analytics,22,26,30,78,B
STU00366,Computer Networks,36,26,24,86,A
STU00366,Database Management,20,25,26,71,B
STU00366,Machine Learning,38,18,30,86,A
STU00366,Operating Systems,38,20,25,83,B
STU00367,Big Data Analytics,33,16,29,78,B
STU00367,Computer Networks,21,25,21,67,C
STU00367,Database Management,24,28,20,72,B
STU00367,Machine Learning,29,25,23,77,B
STU00367,Operating Systems,29,19,28,76,B
STU00368,Big Data Analytics,30,26,26,82,B
STU00368,Computer Networks,22,30,26,78,B
STU00368,Database Management,40,22,29,91,A
STU00368,Machine Learning,22,27,23,72,B
STU00368,Operating Systems,34,20,24,78,B
STU00369,Big Data Analytics,32,24,26,82,B
STU00369,Computer Networks,20,24,26,70,B
STU00369,Database Management,40,30,24,94,A
STU00369,Machine Learning,32,17,20,69,C
STU00369,Operating Systems,22,24,27,73,B
STU00370,Big Data Analytics,30,17,20,67,C
STU00370,Computer Networks,36,25,23,84,B
STU00370,Database Management,30,27,30,87,A
STU00370,Machine Learning,37,28,21,86,A
STU00370,Operating Systems,24,30,22,76,B
STU00371,Big Data Analytics,34,23,22,79,B
STU00371,Computer Networks,37,30,23,90,A
STU00371,Database Management,28,16,21,65,C
STU00371,Machine Learning,30,21,23,74,B
STU00371,Operating Systems,33,25,20,78,B
STU00372,Big Data Analytics,31,18,26,75,B
STU00372,Computer Networks,35,21,25,81,B
STU00372,Database Management,31,26,23,80,B
STU00372,Machine Learning,31,28,22,81,B
STU00372,Operating Systems,35,17,25,77,B
STU00373,Big Data Analytics,23,25,20,68,C
STU00373,Computer Networks,34,20,23,77,B
STU00373,Database Management,21,24,29,74,B
STU00373,Machine Learning,29,28,26,83,B
STU00373,Operating Systems,32,21,24,77,B
STU00374,Big Data Analytics,26,22,22,70,B
STU00374,Computer Networks,35,22,22,79,B
STU00374,Database Management,35,26,26,87,A
STU00374,Machine Learning,29,15,29,73,B
STU00374,Operating Systems,20,22,24,66,C
STU00375,Big Data Analytics,26,25,26,77,B
STU00375,Computer Networks,33,16,29,78,B
STU00375,Database Management,38,21,26,85,A
STU00375,Machine Learning,22,18,25,65,C
STU00375,Operating Systems,39,17,27,83,B
STU00376,Big Data Analytics,26,16,23,65,C
STU00376,Computer Networks,36,23,30,89,A
STU00376,Database Management,23,17,28,68,C
STU00376,Machine Learning,31,23,21,75,B
STU00376,Operating Systems,20,16,24,60,C
STU00377,Big Data Analytics,38,26,28,92,A
STU00377,Computer Networks,32,26,29,87,A
STU00377,Database Management,22,20,30,72,B
STU00377,Machine Learning,25,20,21,66,C
STU00377,Operating Systems,30,19,30,79,B
STU00378,Big Data Analytics,31,16,24,71,B
STU00378,Computer Networks,20,20,23,63,C
STU00378,Database Management,37,27,30,94,A
STU00378,Machine Learning,36,17,25,78,B
STU00378,Operating Systems,22,19,27,68,C
STU00379,Big Data Analytics,36,27,30,93,A
STU00379,Computer Networks,23,27,21,71,B
STU00379,Database Management,23,30,30,83,B
STU00379,Machine Learning,39,15,27,81,B
STU00379,Operating Systems,32,30,21,83,B
STU00380,Big Data Analytics,28,15,24,67,C
STU00380,Computer Networks,35,17,26,78,B
STU00380,Database Management,34,17,27,78,B
STU00380,Machine Learning,31,19,29,79,B
STU00380,Operating Systems,24,19,27,70,B
STU00381,Big Data Analytics,35,27,20,82,B
