activity_id,student_id,activity_date,login_count,video_minutes,resources_viewed,quiz_attempts,forum_posts,session_minutes
LMS005105,STU00256,2026-04-25,0,116,5,1,5,42
LMS005106,STU00256,2026-05-01,6,5,5,2,0,182
LMS005107,STU00256,2026-01-27,8,103,6,5,3,133
LMS005108,STU00256,2026-01-10,5,12,8,0,5,189
LMS005109,STU00256,2026-01-24,3,88,4,0,5,162
LMS005110,STU00256,2026-05-17,7,11,9,2,1,54
LMS005111,STU00256,2026-05-04,4,10,12,2,0,77
LMS005112,STU00256,2026-01-07,0,73,13,2,4,168
LMS005113,STU00256,2026-05-02,0,0,4,2,5,171
LMS005114,STU00256,2026-03-01,6,109,8,0,2,59
LMS005115,STU00256,2026-03-19,7,106,0,3,0,140
LMS005116,STU00256,2026-03-17,4,94,13,2,0,75
LMS005117,STU00256,2026-06-18,7,161,13,3,2,37
LMS005118,STU00256,2026-03-05,3,56,12,4,5,36
LMS005119,STU00256,2026-03-28,2,96,9,4,3,203
LMS005120,STU00256,2026-02-13,2,94,4,4,0,60
LMS005121,STU00257,2026-05-10,8,67,14,0,4,145
LMS005122,STU00257,2026-04-25,5,39,12,0,0,26
LMS005123,STU00257,2026-06-29,2,36,8,5,3,6
LMS005124,STU00257,2026-01-28,1,112,12,4,0,82
LMS005125,STU00257,2026-01-16,5,48,6,5,3,3
LMS005126,STU00257,2026-02-05,2,84,3,5,1,143
LMS005127,STU00257,2026-05-31,2,5,7,5,5,226
LMS005128,STU00257,2026-06-03,8,125,4,2,5,115
LMS005129,STU00257,2026-05-20,1,155,7,5,0,234
LMS005130,STU00257,2026-04-04,2,125,13,2,1,52
LMS005131,STU00257,2026-03-24,4,123,12,4,1,213
LMS005132,STU00257,2026-03-31,4,151,4,2,3,46
LMS005133,STU00257,2026-06-30,0,113,8,5,2,119
LMS005134,STU00257,2026-04-19,2,89,0,1,3,153
LMS005135,STU00257,2026-02-24,3,36,8,3,1,143
LMS005136,STU00257,2026-05-31,6,33,15,3,5,13
LMS005137,STU00257,2026-01-05,0,156,13,5,1,12
LMS005138,STU00257,2026-01-31,7,156,10,5,5,217
LMS005139,STU00257,2026-06-02,5,139,5,0,3,124
LMS005140,STU00257,2026-04-25,6,98,11,0,1,38
LMS005141,STU00258,2026-06-19,7,9,12,1,5,33
LMS005142,STU00258,2026-05-11,3,65,6,4,1,40
LMS005143,STU00258,2026-02-20,6,1,2,4,1,149
LMS005144,STU00258,2026-05-24,1,171,12,1,0,63
LMS005145,STU00258,2026-03-14,7,154,13,5,3,94
LMS005146,STU00258,2026-05-01,6,57,4,1,2,235
LMS005147,STU00258,2026-05-26,1,178,7,0,4,224
LMS005148,STU00258,2026-05-14,3,87,3,1,1,144
LMS005149,STU00258,2026-01-15,5,39,0,1,4,99
LMS005150,STU00258,2026-06-10,5,155,7,2,2,174
LMS005151,STU00258,2026-02-20,7,144,9,2,1,62
LMS005152,STU00258,2026-04-29,8,50,11,0,2,73
LMS005153,STU00258,2026-05-10,0,135,0,4,1,11
LMS005154,STU00258,2026-05-15,5,111,3,2,1,49
LMS005155,STU00258,2026-04-22,3,113,10,1,0,222
LMS005156,STU00258,2026-05-20,4,74,6,0,1,60
LMS005157,STU00258,2026-04-09,3,170,7,2,2,65
LMS005158,STU00258,2026-05-02,5,0,12,4,4,228
LMS005159,STU00258,2026-03-27,8,122,11,5,3,235
LMS005160,STU00258,2026-01-29,4,145,15,5,4,196
LMS005161,STU00259,2026-06-03,4,25,6,4,1,83
LMS005162,STU00259,2026-06-03,4,123,2,0,1,229
LMS005163,STU00259,2026-06-01,4,69,11,2,3,10
LMS005164,STU00259,2026-06-09,6,22,4,1,5,112
LMS005165,STU00259,2026-05-22,1,84,0,1,3,232
LMS005166,STU00259,2026-04-22,2,92,2,0,2,177
LMS005167,STU00259,2026-03-07,2,46,9,5,2,6
LMS005168,STU00259,2026-03-13,1,132,3,3,5,4
LMS005169,STU00259,2026-03-03,5,16,8,0,3,223
LMS005170,STU00259,2026-03-30,7,46,14,5,1,194
LMS005171,STU00259,2026-06-30,7,168,13,1,5,52
LMS005172,STU00259,2026-02-14,2,84,0,3,3,154
LMS005173,STU00259,2026-05-02,4,54,11,5,5,164
LMS005174,STU00259,2026-03-14,7,90,2,0,4,213
LMS005175,STU00259,2026-05-26,3,17,5,2,1,188
LMS005176,STU00259,2026-03-03,4,176,1,1,1,46
LMS005177,STU00259,2026-01-24,8,16,8,1,2,225
LMS005178,STU00259,2026-02-03,1,48,5,4,4,217
LMS005179,STU00259,2026-05-12,2,96,8,1,2,21
LMS005180,STU00259,2026-03-07,8,102,9,2,0,69
LMS005181,STU00260,2026-01-25,5,24,1,5,3,143
LMS005182,STU00260,2026-06-10,0,5,14,4,5,72
LMS005183,STU00260,2026-05-17,2,74,2,4,1,236
LMS005184,STU00260,2026-04-10,1,77,0,4,5,159
LMS005185,STU00260,2026-06-29,2,24,5,2,4,216
LMS005186,STU00260,2026-05-30,5,92,10,3,5,6
LMS005187,STU00260,2026-05-11,2,57,3,3,4,78
LMS005188,STU00260,2026-06-22,2,96,6,3,0,122
LMS005189,STU00260,2026-05-02,4,145,0,4,3,67
LMS005190,STU00260,2026-02-18,5,34,4,0,2,143
LMS005191,STU00260,2026-01-24,1,114,2,2,5,70
LMS005192,STU00260,2026-02-03,2,2,12,3,0,101
LMS005193,STU00260,2026-04-15,6,167,1,0,1,179
LMS005194,STU00260,2026-01-06,5,86,13,5,1,167
LMS005195,STU00260,2026-03-13,8,36,13,4,1,40
LMS005196,STU00260,2026-06-22,6,35,6,5,1,123
LMS005197,STU00260,2026-01-15,0,102,3,1,4,14
LMS005198,STU00260,2026-04-14,0,165,15,4,3,142
LMS005199,STU00260,2026-05-10,7,4,8,0,2,199
LMS005200,STU00260,2026-05-23,8,17,7,2,3,189
LMS005201,STU00261,2026-01-21,7,147,10,5,5,169
LMS005202,STU00261,2026-01-08,5,88,10,1,4,153
LMS005203,STU00261,2026-02-27,3,124,13,0,3,2
LMS005204,STU00261,2026-01-24,4,16,9,3,4,171
LMS005205,STU00261,2026-05-30,4,8,0,2,5,233
LMS005206,STU00261,2026-01-11,2,48,7,3,1,233
LMS005207,STU00261,2026-03-16,7,112,4,4,5,194
LMS005208,STU00261,2026-06-13,3,15,2,1,0,113
LMS005209,STU00261,2026-03-25,2,48,7,3,5,101
LMS005210,STU00261,2026-02-07,0,48,4,3,3,201
LMS005211,STU00261,2026-06-25,3,31,11,5,2,77
LMS005212,STU00261,2026-05-15,3,73,14,3,0,52
LMS005213,STU00261,2026-03-04,3,159,5,0,2,8
LMS005214,STU00261,2026-03-19,0,63,1,1,5,229
LMS005215,STU00261,2026-03-02,1,142,0,1,4,105
LMS005216,STU00261,2026-03-20,7,85,1,5,4,121
LMS005217,STU00261,2026-03-27,5,5,8,2,4,146
LMS005218,STU00261,2026-06-29,8,98,4,4,0,233
LMS005219,STU00261,2026-02-25,0,39,14,5,0,108
LMS005220,STU00261,2026-06-05,2,30,12,0,3,236
LMS005221,STU00262,2026-01-15,4,136,1,3,1,119
LMS005222,STU00262,2026-01-22,3,88,5,0,0,27
LMS005223,STU00262,2026-06-02,1,165,3,0,1,67
LMS005224,STU00262,2026-03-10,8,48,3,0,1,26
LMS005225,STU00262,2026-05-21,4,119,7,3,5,65
LMS005226,STU00262,2026-04-04,1,159,13,3,1,237
LMS005227,STU00262,2026-05-15,5,88,12,1,1,137
LMS005228,STU00262,2026-01-19,4,12,5,0,1,43
LMS005229,STU00262,2026-04-06,6,140,13,1,3,170
LMS005230,STU00262,2026-03-23,6,30,15,3,3,133
LMS005231,STU00262,2026-05-10,6,176,14,0,0,79
LMS005232,STU00262,2026-05-17,4,102,9,3,0,154
LMS005233,STU00262,2026-04-08,4,88,8,2,0,8
LMS005234,STU00262,2026-02-05,6,38,7,0,2,180
LMS005235,STU00262,2026-06-26,8,14,10,2,4,40
LMS005236,STU00262,2026-01-07,4,33,6,2,3,157
LMS005237,STU00262,2026-01-10,2,26,7,2,3,180
LMS005238,STU00262,2026-05-31,1,72,5,5,0,237
LMS005239,STU00262,2026-01-11,5,40,3,1,2,82
LMS005240,STU00262,2026-06-23,8,177,15,0,5,58
LMS005241,STU00263,2026-03-18,7,14,13,5,0,115
LMS005242,STU00263,2026-03-30,6,176,1,3,2,138
LMS005243,STU00263,2026-03-23,4,112,1,3,3,3
LMS005244,STU00263,2026-03-10,3,69,11,1,4,123
LMS005245,STU00263,2026-05-11,7,156,4,0,0,198
LMS005246,STU00263,2026-06-04,2,65,9,1,5,58
LMS005247,STU00263,2026-01-03,3,68,1,1,5,52
LMS005248,STU00263,2026-01-24,7,156,2,5,3,118
LMS005249,STU00263,2026-05-09,7,5,14,0,2,120
LMS005250,STU00263,2026-05-27,6,134,8,5,2,197
LMS005251,STU00263,2026-01-24,7,165,10,2,3,172
LMS005252,STU00263,2026-04-30,6,91,7,1,3,116
LMS005253,STU00263,2026-04-14,4,110,7,4,5,52
LMS005254,STU00263,2026-04-19,5,99,3,2,2,191
LMS005255,STU00263,2026-05-02,1,103,0,0,5,70
LMS005256,STU00263,2026-02-11,2,147,3,3,3,164
LMS005257,STU00263,2026-06-25,1,149,0,0,3,64
LMS005258,STU00263,2026-04-07,5,94,5,5,5,216
LMS005259,STU00263,2026-02-07,7,6,8,5,3,136
LMS005260,STU00263,2026-04-18,4,110,14,1,5,97
LMS005261,STU00264,2026-06-25,5,151,14,4,4,141
LMS005262,STU00264,2026-05-30,7,155,9,3,5,100
LMS005263,STU00264,2026-05-24,3,163,13,0,5,38
LMS005264,STU00264,2026-02-08,3,70,8,2,4,196
LMS005265,STU00264,2026-05-13,8,77,8,5,4,42
LMS005266,STU00264,2026-03-21,1,172,11,3,2,59
LMS005267,STU00264,2026-04-01,6,176,8,5,3,1
LMS005268,STU00264,2026-03-04,7,67,15,5,4,111
LMS005269,STU00264,2026-04-18,8,72,1,0,2,173
LMS005270,STU00264,2026-05-17,6,117,4,5,0,134
LMS005271,STU00264,2026-02-09,5,86,0,5,4,124
LMS005272,STU00264,2026-02-11,3,78,11,5,3,198
LMS005273,STU00264,2026-04-16,6,98,3,2,0,233
LMS005274,STU00264,2026-01-13,8,129,0,5,2,50
LMS005275,STU00264,2026-05-12,1,44,0,5,3,156
LMS005276,STU00264,2026-02-07,1,31,7,0,0,128
LMS005277,STU00264,2026-06-25,3,124,5,3,0,240
LMS005278,STU00264,2026-06-29,4,39,6,2,0,152
LMS005279,STU00264,2026-05-29,2,163,13,0,2,80
LMS005280,STU00264,2026-05-29,6,129,0,5,3,20
LMS005281,STU00265,2026-02-08,8,36,6,5,0,97
LMS005282,STU00265,2026-03-01,3,111,11,0,5,205
LMS005283,STU00265,2026-04-13,3,53,11,5,4,42
LMS005284,STU00265,2026-02-27,3,141,9,0,2,43
LMS005285,STU00265,2026-01-19,8,160,6,0,1,196
LMS005286,STU00265,2026-01-07,8,148,7,2,4,156
LMS005287,STU00265,2026-06-26,2,74,1,4,4,174
LMS005288,STU00265,2026-01-22,1,178,4,3,5,131
LMS005289,STU00265,2026-02-01,4,24,12,4,4,45
LMS005290,STU00265,2026-02-14,5,134,6,2,0,57
LMS005291,STU00265,2026-02-05,4,8,9,3,0,158
LMS005292,STU00265,2026-01-22,4,11,0,5,4,186
LMS005293,STU00265,2026-03-18,6,74,7,4,1,129
LMS005294,STU00265,2026-01-27,5,106,13,0,1,228
LMS005295,STU00265,2026-03-02,0,111,2,5,1,178
LMS005296,STU00265,2026-04-19,4,167,13,4,2,65
LMS005297,STU00265,2026-03-09,0,116,4,1,5,214
LMS005298,STU00265,2026-05-30,4,159,14,4,5,178
LMS005299,STU00265,2026-06-27,2,2,13,4,5,138
LMS005300,STU00265,2026-06-21,5,158,4,3,0,238
LMS005301,STU00266,2026-05-15,7,130,8,4,1,93
LMS005302,STU00266,2026-01-09,2,98,12,3,0,2
LMS005303,STU00266,2026-06-28,8,154,14,1,0,27
LMS005304,STU00266,2026-03-02,8,129,4,3,2,238
LMS005305,STU00266,2026-03-06,1,115,6,3,1,18
LMS005306,STU00266,2026-03-26,2,159,11,5,2,91
LMS005307,STU00266,2026-05-17,7,164,9,4,4,110
LMS005308,STU00266,2026-02-15,2,149,10,1,2,236
LMS005309,STU00266,2026-06-22,7,15,14,4,2,145
LMS005310,STU00266,2026-01-08,5,29,11,1,5,117
LMS005311,STU00266,2026-03-20,1,159,11,0,3,232
LMS005312,STU00266,2026-05-11,7,2,3,1,0,22
LMS005313,STU00266,2026-01-23,5,30,9,4,0,62
LMS005314,STU00266,2026-06-17,8,100,14,2,1,52
LMS005315,STU00266,2026-03-31,1,33,12,2,4,224
LMS005316,STU00266,2026-02-21,6,51,6,0,2,239
LMS005317,STU00266,2026-06-17,7,169,1,0,3,65
LMS005318,STU00266,2026-06-20,0,70,12,3,2,75
LMS005319,STU00266,2026-06-14,2,39,4,5,4,61
LMS005320,STU00266,2026-01-17,0,161,1,2,0,100
LMS005321,STU00267,2026-03-16,6,176,12,3,1,158
LMS005322,STU00267,2026-03-29,3,52,9,1,3,122
LMS005323,STU00267,2026-06-06,4,167,2,5,5,38
LMS005324,STU00267,2026-02-28,8,17,1,3,3,217
LMS005325,STU00267,2026-03-30,8,125,2,3,1,8
LMS005326,STU00267,2026-06-06,2,119,13,4,0,229
LMS005327,STU00267,2026-02-09,4,85,2,0,5,67
LMS005328,STU00267,2026-06-11,0,116,10,5,2,214
LMS005329,STU00267,2026-04-23,3,92,5,0,3,179
LMS005330,STU00267,2026-02-24,2,110,14,2,1,116
LMS005331,STU00267,2026-02-24,6,28,0,2,0,26
LMS005332,STU00267,2026-02-18,2,155,4,5,1,154
LMS005333,STU00267,2026-06-14,7,52,0,3,4,223
LMS005334,STU00267,2026-06-11,3,113,6,4,3,16
LMS005335,STU00267,2026-04-27,6,79,3,0,3,161
LMS005336,STU00267,2026-04-16,1,100,5,2,5,169
LMS005337,STU00267,2026-05-12,6,106,0,3,4,212
LMS005338,STU00267,2026-03-19,4,32,5,3,4,19
LMS005339,STU00267,2026-06-18,7,51,10,0,1,66
LMS005340,STU00267,2026-01-01,2,10,0,4,3,42
LMS005341,STU00268,2026-01-29,7,80,4,2,2,173
LMS005342,STU00268,2026-01-23,4,109,3,3,3,206
LMS005343,STU00268,2026-05-10,3,115,3,1,3,83
LMS005344,STU00268,2026-05-16,7,23,5,3,3,120
LMS005345,STU00268,2026-06-22,5,89,9,3,1,211
LMS005346,STU00268,2026-06-22,4,158,11,4,5,98
LMS005347,STU00268,2026-05-05,5,63,10,1,1,74
LMS005348,STU00268,2026-05-01,4,70,7,4,3,171
LMS005349,STU00268,2026-01-05,1,153,6,3,4,57
LMS005350,STU00268,2026-05-30,7,70,0,4,5,38
LMS005351,STU00268,2026-05-27,4,125,5,1,0,123
LMS005352,STU00268,2026-04-15,6,163,14,5,2,221
LMS005353,STU00268,2026-04-14,8,123,0,4,0,147
LMS005354,STU00268,2026-06-26,3,90,5,4,1,79
LMS005355,STU00268,2026-05-16,0,176,5,1,4,95
LMS005356,STU00268,2026-01-18,4,68,7,1,1,153
LMS005357,STU00268,2026-06-20,1,8,9,4,0,0
LMS005358,STU00268,2026-06-20,1,179,14,4,4,67
LMS005359,STU00268,2026-02-09,8,146,15,2,3,233
LMS005360,STU00268,2026-05-14,6,51,2,1,0,89
LMS005361,STU00269,2026-05-20,2,107,7,1,3,23
LMS005362,STU00269,2026-05-15,5,72,8,4,0,23
LMS005363,STU00269,2026-06-20,7,49,4,0,2,23
LMS005364,STU00269,2026-03-30,5,88,0,5,3,34
LMS005365,STU00269,2026-03-26,4,23,14,5,4,189
LMS005366,STU00269,2026-05-29,3,29,1,1,2,126
LMS005367,STU00269,2026-04-13,2,123,14,2,1,102
LMS005368,STU00269,2026-06-08,4,40,2,2,4,5
LMS005369,STU00269,2026-05-30,0,5,7,0,5,155
LMS005370,STU00269,2026-05-09,4,117,15,4,4,33
LMS005371,STU00269,2026-03-21,6,44,9,1,3,52
LMS005372,STU00269,2026-01-16,3,139,11,2,3,163
LMS005373,STU00269,2026-05-26,4,57,10,5,5,176
LMS005374,STU00269,2026-03-23,3,67,7,0,3,140
LMS005375,STU00269,2026-06-11,3,39,0,1,5,195
LMS005376,STU00269,2026-05-03,6,6,7,0,3,35
LMS005377,STU00269,2026-03-03,2,27,11,3,0,61
LMS005378,STU00269,2026-01-01,0,74,14,1,3,50
LMS005379,STU00269,2026-06-13,8,121,10,0,3,148
LMS005380,STU00269,2026-02-08,0,76,0,5,4,14
LMS005381,STU00270,2026-02-02,1,159,9,4,1,80
LMS005382,STU00270,2026-02-22,0,140,0,0,0,88
LMS005383,STU00270,2026-03-12,4,50,11,1,2,44
LMS005384,STU00270,2026-05-23,5,30,4,3,1,20
LMS005385,STU00270,2026-01-10,2,13,14,1,0,74
LMS005386,STU00270,2026-01-23,4,36,14,1,4,103
LMS005387,STU00270,2026-06-28,7,12,13,1,3,223
LMS005388,STU00270,2026-05-26,1,169,1,4,2,60
LMS005389,STU00270,2026-02-04,7,108,5,1,0,93
LMS005390,STU00270,2026-01-22,3,141,12,2,1,118
LMS005391,STU00270,2026-02-17,4,134,15,3,0,92
LMS005392,STU00270,2026-05-17,6,113,15,5,1,103
LMS005393,STU00270,2026-05-02,0,179,11,3,1,197
LMS005394,STU00270,2026-01-01,0,18,12,4,5,232
LMS005395,STU00270,2026-04-09,4,63,5,3,1,240
LMS005396,STU00270,2026-05-10,0,56,10,2,1,110
LMS005397,STU00270,2026-06-11,6,37,12,0,4,173
LMS005398,STU00270,2026-05-10,6,125,8,0,3,163
LMS005399,STU00270,2026-04-13,1,64,5,5,5,118
LMS005400,STU00270,2026-03-28,7,126,14,3,0,100
LMS005401,STU00271,2026-05-16,0,63,14,0,4,56
LMS005402,STU00271,2026-05-16,7,74,10,2,3,188
LMS005403,STU00271,2026-06-04,4,4,15,0,4,34
LMS005404,STU00271,2026-04-04,1,111,14,3,2,216
LMS005405,STU00271,2026-04-03,2,93,12,2,5,69
LMS005406,STU00271,2026-01-29,1,22,3,2,3,23
LMS005407,STU00271,2026-06-19,2,3,15,1,2,107
LMS005408,STU00271,2026-04-26,8,106,7,4,5,79
LMS005409,STU00271,2026-03-11,7,109,7,5,5,224
LMS005410,STU00271,2026-06-07,2,24,1,0,2,77
LMS005411,STU00271,2026-02-04,0,32,6,3,1,173
LMS005412,STU00271,2026-05-20,6,88,1,1,0,203
LMS005413,STU00271,2026-04-12,0,64,11,4,1,184
LMS005414,STU00271,2026-03-28,1,86,7,5,2,9
LMS005415,STU00271,2026-04-24,3,161,13,4,4,12
LMS005416,STU00271,2026-03-06,0,68,2,2,1,43
LMS005417,STU00271,2026-02-21,5,104,15,0,2,159
LMS005418,STU00271,2026-02-07,7,22,1,0,3,123
LMS005419,STU00271,2026-05-07,6,91,3,0,0,4
LMS005420,STU00271,2026-03-01,4,146,10,1,5,188
LMS005421,STU00272,2026-01-02,4,116,14,2,1,95
LMS005422,STU00272,2026-01-31,4,110,0,4,4,149
LMS005423,STU00272,2026-03-15,6,83,9,3,1,179
LMS005424,STU00272,2026-06-01,6,15,9,3,0,117
LMS005425,STU00272,2026-01-09,7,129,12,2,0,181
LMS005426,STU00272,2026-03-27,1,164,0,5,2,169
LMS005427,STU00272,2026-06-06,4,145,1,0,3,196
LMS005428,STU00272,2026-02-17,4,56,14,1,4,165
LMS005429,STU00272,2026-02-14,1,174,10,2,4,57
LMS005430,STU00272,2026-03-16,3,11,2,2,0,91
LMS005431,STU00272,2026-02-19,2,143,4,1,4,74
LMS005432,STU00272,2026-01-24,3,176,8,1,2,87
LMS005433,STU00272,2026-04-21,4,151,10,2,4,170
LMS005434,STU00272,2026-05-04,1,156,8,3,2,209
LMS005435,STU00272,2026-03-01,0,152,3,5,3,174
LMS005436,STU00272,2026-01-23,6,97,4,4,1,34
LMS005437,STU00272,2026-06-10,7,179,10,5,0,203
LMS005438,STU00272,2026-03-17,2,70,0,5,4,63
LMS005439,STU00272,2026-01-11,2,21,5,5,2,168
LMS005440,STU00272,2026-05-11,3,176,3,5,4,42
LMS005441,STU00273,2026-02-08,7,138,4,2,3,175
LMS005442,STU00273,2026-05-17,3,74,5,2,2,5
LMS005443,STU00273,2026-05-26,4,67,7,3,4,12
LMS005444,STU00273,2026-06-10,2,150,10,2,2,207
LMS005445,STU00273,2026-02-19,5,156,5,3,0,222
LMS005446,STU00273,2026-01-06,2,70,5,5,2,110
LMS005447,STU00273,2026-02-28,0,103,9,3,3,4
LMS005448,STU00273,2026-06-17,7,138,8,2,0,88
LMS005449,STU00273,2026-01-02,2,33,6,4,1,13
LMS005450,STU00273,2026-01-13,7,138,14,0,0,234
LMS005451,STU00273,2026-05-15,4,10,2,3,2,222
LMS005452,STU00273,2026-03-02,5,51,3,2,4,53
LMS005453,STU00273,2026-04-04,5,111,8,4,5,231
LMS005454,STU00273,2026-03-08,0,87,5,5,5,47
LMS005455,STU00273,2026-01-19,0,107,8,1,1,24
LMS005456,STU00273,2026-01-18,7,140,8,4,2,17
LMS005457,STU00273,2026-01-27,7,114,15,5,3,171
LMS005458,STU00273,2026-02-27,1,88,15,5,2,73
LMS005459,STU00273,2026-03-24,5,22,14,2,2,150
LMS005460,STU00273,2026-05-27,3,21,14,3,4,9
LMS005461,STU00274,2026-06-18,7,95,5,4,1,127
LMS005462,STU00274,2026-05-06,8,118,5,0,4,225
LMS005463,STU00274,2026-03-31,3,95,11,3,4,144
LMS005464,STU00274,2026-05-12,3,61,7,2,4,139
LMS005465,STU00274,2026-02-16,4,55,10,1,1,112
LMS005466,STU00274,2026-03-31,4,17,7,5,1,140
LMS005467,STU00274,2026-06-05,0,53,12,4,1,109
LMS005468,STU00274,2026-01-05,0,159,2,4,2,93
LMS005469,STU00274,2026-02-25,1,160,7,0,3,150
LMS005470,STU00274,2026-06-25,2,7,5,0,1,68
LMS005471,STU00274,2026-05-21,0,162,1,3,0,22
LMS005472,STU00274,2026-02-13,0,16,10,2,2,172
LMS005473,STU00274,2026-04-23,6,96,5,5,5,0
LMS005474,STU00274,2026-04-24,3,25,5,1,5,132
LMS005475,STU00274,2026-04-30,2,138,5,2,0,91
LMS005476,STU00274,2026-01-13,8,44,5,0,1,226
LMS005477,STU00274,2026-06-29,1,100,15,4,5,35
LMS005478,STU00274,2026-03-29,7,141,4,5,4,188
LMS005479,STU00274,2026-06-03,8,28,11,3,1,74
LMS005480,STU00274,2026-05-03,0,28,5,1,4,201
LMS005481,STU00275,2026-06-23,3,0,1,3,1,31
LMS005482,STU00275,2026-03-03,7,143,3,4,2,233
LMS005483,STU00275,2026-03-13,2,14,10,2,4,16
LMS005484,STU00275,2026-02-24,8,171,3,0,5,233
LMS005485,STU00275,2026-03-11,5,14,4,4,5,142
LMS005486,STU00275,2026-01-29,3,87,3,1,3,10
LMS005487,STU00275,2026-04-23,5,119,6,3,4,33
LMS005488,STU00275,2026-01-22,6,174,0,0,1,103
LMS005489,STU00275,2026-05-17,4,16,10,4,3,194
LMS005490,STU00275,2026-04-24,1,131,15,3,4,185
LMS005491,STU00275,2026-01-09,2,160,14,1,2,140
LMS005492,STU00275,2026-03-21,4,64,15,5,1,136
LMS005493,STU00275,2026-05-18,6,54,1,4,3,210
LMS005494,STU00275,2026-01-07,2,58,11,2,0,69
LMS005495,STU00275,2026-05-20,2,21,6,4,1,234
LMS005496,STU00275,2026-03-04,2,17,12,4,5,239
LMS005497,STU00275,2026-02-28,2,172,8,3,5,3
LMS005498,STU00275,2026-04-27,6,30,6,1,0,90
LMS005499,STU00275,2026-06-01,0,115,10,2,3,237
LMS005500,STU00275,2026-02-09,6,22,4,2,4,31
LMS005501,STU00276,2026-01-29,8,113,15,4,3,127
LMS005502,STU00276,2026-05-29,2,60,4,4,4,46
LMS005503,STU00276,2026-04-26,2,75,7,3,1,51
LMS005504,STU00276,2026-05-09,8,120,11,3,5,131
LMS005505,STU00276,2026-05-28,3,127,4,3,2,177
LMS005506,STU00276,2026-01-23,4,77,11,3,3,234
LMS005507,STU00276,2026-05-29,3,97,5,2,2,153
LMS005508,STU00276,2026-03-31,2,177,1,4,1,111
LMS005509,STU00276,2026-04-30,8,114,9,3,0,31
LMS005510,STU00276,2026-01-20,5,95,12,1,1,72
LMS005511,STU00276,2026-02-19,1,125,6,0,4,123
LMS005512,STU00276,2026-01-23,7,148,15,5,4,229
LMS005513,STU00276,2026-02-11,8,74,3,4,3,4
LMS005514,STU00276,2026-06-14,3,129,3,5,0,86
LMS005515,STU00276,2026-05-19,4,110,15,5,5,48
LMS005516,STU00276,2026-01-12,1,118,15,0,5,30
LMS005517,STU00276,2026-04-22,4,98,12,1,1,187
LMS005518,STU00276,2026-05-16,2,130,4,1,5,103
LMS005519,STU00276,2026-04-10,4,95,11,2,1,78
LMS005520,STU00276,2026-05-01,3,25,11,3,2,121
LMS005521,STU00277,2026-05-09,8,137,12,4,0,161
LMS005522,STU00277,2026-01-17,0,174,12,3,5,132
LMS005523,STU00277,2026-06-22,1,29,13,2,2,92
LMS005524,STU00277,2026-05-08,7,4,3,2,5,194
LMS005525,STU00277,2026-03-14,3,145,10,1,5,113
LMS005526,STU00277,2026-05-28,7,29,7,3,5,232
LMS005527,STU00277,2026-05-29,0,74,3,3,5,85
LMS005528,STU00277,2026-06-13,1,100,10,1,1,31
LMS005529,STU00277,2026-03-07,6,144,2,4,3,175
LMS005530,STU00277,2026-05-07,6,175,0,4,3,0
LMS005531,STU00277,2026-03-31,3,82,3,5,4,88
LMS005532,STU00277,2026-03-08,8,72,4,2,3,65
LMS005533,STU00277,2026-04-06,3,138,0,2,4,113
LMS005534,STU00277,2026-04-29,2,61,0,5,3,67
LMS005535,STU00277,2026-05-07,0,124,13,1,5,30
LMS005536,STU00277,2026-05-25,1,101,15,1,3,124
LMS005537,STU00277,2026-06-10,3,157,9,5,5,182
LMS005538,STU00277,2026-02-11,1,147,9,1,1,27
LMS005539,STU00277,2026-06-29,3,141,0,4,1,177
LMS005540,STU00277,2026-05-08,8,144,0,0,0,222
LMS005541,STU00278,2026-06-22,0,126,10,0,3,151
LMS005542,STU00278,2026-04-07,2,150,10,0,2,228
LMS005543,STU00278,2026-02-20,1,12,10,4,0,180
LMS005544,STU00278,2026-01-21,2,109,1,0,0,199
LMS005545,STU00278,2026-01-07,8,94,5,1,4,151
LMS005546,STU00278,2026-02-04,3,13,13,3,0,25
LMS005547,STU00278,2026-05-02,7,84,8,4,0,88
LMS005548,STU00278,2026-04-14,0,65,1,3,2,103
LMS005549,STU00278,2026-05-08,7,167,11,4,0,212
LMS005550,STU00278,2026-02-07,1,57,14,4,0,87
LMS005551,STU00278,2026-06-24,8,17,15,5,3,144
LMS005552,STU00278,2026-02-14,6,100,7,3,3,118
LMS005553,STU00278,2026-02-15,4,162,3,1,5,154
LMS005554,STU00278,2026-02-01,8,176,14,2,5,95
LMS005555,STU00278,2026-03-16,3,32,7,3,4,15
LMS005556,STU00278,2026-06-25,6,176,7,2,5,203
LMS005557,STU00278,2026-03-22,3,149,13,5,0,134
LMS005558,STU00278,2026-06-27,2,3,9,3,2,216
LMS005559,STU00278,2026-04-09,8,111,8,1,1,153
LMS005560,STU00278,2026-05-28,6,122,9,5,3,12
LMS005561,STU00279,2026-04-18,6,152,11,3,3,123
LMS005562,STU00279,2026-03-02,0,12,11,2,3,38
LMS005563,STU00279,2026-06-10,2,120,8,4,2,196
LMS005564,STU00279,2026-04-12,5,18,7,5,4,176
LMS005565,STU00279,2026-02-18,2,47,15,3,1,25
LMS005566,STU00279,2026-04-03,3,75,7,0,4,172
LMS005567,STU00279,2026-05-24,8,136,6,0,4,199
LMS005568,STU00279,2026-01-23,6,54,1,0,2,194
