student_id,subject,total_classes,attended_classes,attendance_percentage
STU00280,Big Data Analytics,43,37,86.05
STU00280,Computer Networks,36,36,100.0
STU00280,Database Management,38,21,55.26
STU00280,Machine Learning,42,26,61.9
STU00280,Operating Systems,47,25,53.19
STU00281,Big Data Analytics,43,41,95.35
STU00281,Computer Networks,47,42,89.36
STU00281,Database Management,36,26,72.22
STU00281,Machine Learning,39,25,64.1
STU00281,Operating Systems,41,24,58.54
STU00282,Big Data Analytics,37,37,100.0
STU00282,Computer Networks,48,24,50.0
STU00282,Database Management,46,35,76.09
STU00282,Machine Learning,44,31,70.45
STU00282,Operating Systems,43,37,86.05
STU00283,Big Data Analytics,42,36,85.71
STU00283,Computer Networks,44,32,72.73
STU00283,Database Management,37,31,83.78
STU00283,Machine Learning,41,37,90.24
STU00283,Operating Systems,43,22,51.16
STU00284,Big Data Analytics,46,35,76.09
STU00284,Computer Networks,46,26,56.52
STU00284,Database Management,37,25,67.57
STU00284,Machine Learning,46,45,97.83
STU00284,Operating Systems,45,44,97.78
STU00285,Big Data Analytics,40,30,75.0
STU00285,Computer Networks,47,33,70.21
STU00285,Database Management,45,32,71.11
STU00285,Machine Learning,35,20,57.14
STU00285,Operating Systems,46,27,58.7
STU00286,Big Data Analytics,38,29,76.32
STU00286,Computer Networks,46,33,71.74
STU00286,Database Management,37,31,83.78
STU00286,Machine Learning,44,34,77.27
STU00286,Operating Systems,36,21,58.33
STU00287,Big Data Analytics,47,25,53.19
STU00287,Computer Networks,44,40,90.91
STU00287,Database Management,36,29,80.56
STU00287,Machine Learning,42,24,57.14
STU00287,Operating Systems,43,22,51.16
STU00288,Big Data Analytics,49,34,69.39
STU00288,Computer Networks,41,36,87.8
STU00288,Database Management,47,36,76.6
STU00288,Machine Learning,44,30,68.18
STU00288,Operating Systems,45,25,55.56
STU00289,Big Data Analytics,48,24,50.0
STU00289,Computer Networks,48,41,85.42
STU00289,Database Management,45,26,57.78
STU00289,Machine Learning,39,21,53.85
STU00289,Operating Systems,50,26,52.0
STU00290,Big Data Analytics,42,29,69.05
STU00290,Computer Networks,50,28,56.0
STU00290,Database Management,38,37,97.37
STU00290,Machine Learning,48,29,60.42
STU00290,Operating Systems,44,40,90.91
STU00291,Big Data Analytics,38,23,60.53
STU00291,Computer Networks,37,33,89.19
STU00291,Database Management,49,43,87.76
STU00291,Machine Learning,37,28,75.68
STU00291,Operating Systems,44,25,56.82
STU00292,Big Data Analytics,39,26,66.67
STU00292,Computer Networks,41,28,68.29
STU00292,Database Management,49,45,91.84
STU00292,Machine Learning,48,36,75.0
STU00292,Operating Systems,50,38,76.0
STU00293,Big Data Analytics,44,27,61.36
STU00293,Computer Networks,37,34,91.89
STU00293,Database Management,48,36,75.0
STU00293,Machine Learning,35,17,48.57
STU00293,Operating Systems,39,26,66.67
STU00294,Big Data Analytics,45,42,93.33
STU00294,Computer Networks,50,25,50.0
STU00294,Database Management,41,26,63.41
STU00294,Machine Learning,46,25,54.35
STU00294,Operating Systems,42,23,54.76
STU00295,Big Data Analytics,40,23,57.5
STU00295,Computer Networks,35,20,57.14
STU00295,Database Management,50,42,84.0
STU00295,Machine Learning,35,20,57.14
STU00295,Operating Systems,43,42,97.67
STU00296,Big Data Analytics,48,35,72.92
STU00296,Computer Networks,49,26,53.06
STU00296,Database Management,47,27,57.45
STU00296,Machine Learning,37,36,97.3
STU00296,Operating Systems,50,26,52.0
STU00297,Big Data Analytics,48,26,54.17
STU00297,Computer Networks,45,41,91.11
STU00297,Database Management,35,27,77.14
STU00297,Machine Learning,44,44,100.0
STU00297,Operating Systems,47,34,72.34
STU00298,Big Data Analytics,47,33,70.21
STU00298,Computer Networks,36,23,63.89
STU00298,Database Management,44,40,90.91
STU00298,Machine Learning,38,25,65.79
STU00298,Operating Systems,50,46,92.0
STU00299,Big Data Analytics,44,30,68.18
STU00299,Computer Networks,45,37,82.22
STU00299,Database Management,39,21,53.85
STU00299,Machine Learning,45,35,77.78
STU00299,Operating Systems,45,27,60.0
STU00300,Big Data Analytics,46,29,63.04
STU00300,Computer Networks,47,44,93.62
STU00300,Database Management,40,35,87.5
STU00300,Machine Learning,35,27,77.14
STU00300,Operating Systems,48,24,50.0
STU00301,Big Data Analytics,39,32,82.05
STU00301,Computer Networks,44,24,54.55
STU00301,Database Management,47,29,61.7
STU00301,Machine Learning,40,25,62.5
STU00301,Operating Systems,43,26,60.47
STU00302,Big Data Analytics,44,29,65.91
STU00302,Computer Networks,41,39,95.12
STU00302,Database Management,49,28,57.14
STU00302,Machine Learning,42,39,92.86
STU00302,Operating Systems,37,29,78.38
STU00303,Big Data Analytics,43,40,93.02
STU00303,Computer Networks,39,33,84.62
STU00303,Database Management,48,44,91.67
STU00303,Machine Learning,47,27,57.45
STU00303,Operating Systems,50,45,90.0
STU00304,Big Data Analytics,47,25,53.19
STU00304,Computer Networks,47,41,87.23
STU00304,Database Management,42,29,69.05
STU00304,Machine Learning,37,27,72.97
STU00304,Operating Systems,36,36,100.0
STU00305,Big Data Analytics,48,25,52.08
STU00305,Computer Networks,40,38,95.0
STU00305,Database Management,37,29,78.38
STU00305,Machine Learning,44,43,97.73
STU00305,Operating Systems,38,33,86.84
STU00306,Big Data Analytics,43,27,62.79
STU00306,Computer Networks,45,27,60.0
STU00306,Database Management,49,39,79.59
STU00306,Machine Learning,41,35,85.37
STU00306,Operating Systems,50,26,52.0
STU00307,Big Data Analytics,46,30,65.22
STU00307,Computer Networks,50,42,84.0
STU00307,Database Management,37,18,48.65
STU00307,Machine Learning,45,23,51.11
STU00307,Operating Systems,46,40,86.96
STU00308,Big Data Analytics,44,37,84.09
STU00308,Computer Networks,38,35,92.11
STU00308,Database Management,42,40,95.24
STU00308,Machine Learning,37,29,78.38
STU00308,Operating Systems,50,49,98.0
STU00309,Big Data Analytics,48,26,54.17
STU00309,Computer Networks,50,32,64.0
STU00309,Database Management,38,35,92.11
STU00309,Machine Learning,50,45,90.0
STU00309,Operating Systems,37,18,48.65
STU00310,Big Data Analytics,45,41,91.11
STU00310,Computer Networks,45,40,88.89
STU00310,Database Management,44,37,84.09
STU00310,Machine Learning,40,25,62.5
STU00310,Operating Systems,42,35,83.33
STU00311,Big Data Analytics,40,28,70.0
STU00311,Computer Networks,47,40,85.11
STU00311,Database Management,49,34,69.39
STU00311,Machine Learning,44,30,68.18
STU00311,Operating Systems,44,26,59.09
STU00312,Big Data Analytics,47,29,61.7
STU00312,Computer Networks,45,39,86.67
STU00312,Database Management,50,42,84.0
STU00312,Machine Learning,45,41,91.11
STU00312,Operating Systems,43,24,55.81
STU00313,Big Data Analytics,35,32,91.43
STU00313,Computer Networks,42,39,92.86
STU00313,Database Management,37,18,48.65
STU00313,Machine Learning,46,37,80.43
STU00313,Operating Systems,49,28,57.14
STU00314,Big Data Analytics,47,40,85.11
STU00314,Computer Networks,42,27,64.29
STU00314,Database Management,39,29,74.36
STU00314,Machine Learning,42,26,61.9
STU00314,Operating Systems,36,23,63.89
STU00315,Big Data Analytics,49,25,51.02
STU00315,Computer Networks,40,37,92.5
STU00315,Database Management,47,41,87.23
STU00315,Machine Learning,50,46,92.0
STU00315,Operating Systems,42,36,85.71
STU00316,Big Data Analytics,50,37,74.0
STU00316,Computer Networks,46,45,97.83
STU00316,Database Management,43,35,81.4
STU00316,Machine Learning,47,47,100.0
STU00316,Operating Systems,50,42,84.0
STU00317,Big Data Analytics,50,38,76.0
STU00317,Computer Networks,42,21,50.0
STU00317,Database Management,41,41,100.0
STU00317,Machine Learning,50,33,66.0
STU00317,Operating Systems,49,42,85.71
STU00318,Big Data Analytics,45,33,73.33
STU00318,Computer Networks,35,19,54.29
STU00318,Database Management,37,22,59.46
STU00318,Machine Learning,38,26,68.42
STU00318,Operating Systems,50,33,66.0
STU00319,Big Data Analytics,41,27,65.85
STU00319,Computer Networks,48,37,77.08
STU00319,Database Management,41,34,82.93
STU00319,Machine Learning,44,32,72.73
STU00319,Operating Systems,38,36,94.74
STU00320,Big Data Analytics,38,25,65.79
STU00320,Computer Networks,36,31,86.11
STU00320,Database Management,42,42,100.0
STU00320,Machine Learning,36,21,58.33
STU00320,Operating Systems,38,29,76.32
STU00321,Big Data Analytics,44,41,93.18
STU00321,Computer Networks,42,34,80.95
STU00321,Database Management,47,23,48.94
STU00321,Machine Learning,45,38,84.44
STU00321,Operating Systems,36,29,80.56
STU00322,Big Data Analytics,45,28,62.22
STU00322,Computer Networks,40,40,100.0
STU00322,Database Management,45,41,91.11
STU00322,Machine Learning,40,21,52.5
STU00322,Operating Systems,44,24,54.55
STU00323,Big Data Analytics,40,40,100.0
STU00323,Computer Networks,38,21,55.26
STU00323,Database Management,49,25,51.02
STU00323,Machine Learning,39,19,48.72
STU00323,Operating Systems,38,26,68.42
STU00324,Big Data Analytics,49,28,57.14
STU00324,Computer Networks,40,35,87.5
STU00324,Database Management,41,33,80.49
STU00324,Machine Learning,41,27,65.85
STU00324,Operating Systems,41,25,60.98
STU00325,Big Data Analytics,40,40,100.0
STU00325,Computer Networks,48,48,100.0
STU00325,Database Management,36,20,55.56
STU00325,Machine Learning,38,29,76.32
STU00325,Operating Systems,35,34,97.14
STU00326,Big Data Analytics,40,21,52.5
STU00326,Computer Networks,41,20,48.78
STU00326,Database Management,35,22,62.86
STU00326,Machine Learning,49,43,87.76
STU00326,Operating Systems,35,17,48.57
STU00327,Big Data Analytics,49,30,61.22
STU00327,Computer Networks,48,28,58.33
STU00327,Database Management,38,33,86.84
STU00327,Machine Learning,37,33,89.19
STU00327,Operating Systems,40,21,52.5
STU00328,Big Data Analytics,41,38,92.68
STU00328,Computer Networks,47,25,53.19
STU00328,Database Management,47,42,89.36
STU00328,Machine Learning,36,22,61.11
STU00328,Operating Systems,50,33,66.0
STU00329,Big Data Analytics,44,27,61.36
STU00329,Computer Networks,36,29,80.56
STU00329,Database Management,42,41,97.62
STU00329,Machine Learning,42,34,80.95
STU00329,Operating Systems,42,40,95.24
STU00330,Big Data Analytics,36,24,66.67
STU00330,Computer Networks,39,24,61.54
STU00330,Database Management,45,39,86.67
STU00330,Machine Learning,40,32,80.0
STU00330,Operating Systems,50,36,72.0
STU00331,Big Data Analytics,46,40,86.96
STU00331,Computer Networks,45,27,60.0
STU00331,Database Management,39,34,87.18
STU00331,Machine Learning,44,37,84.09
STU00331,Operating Systems,42,41,97.62
STU00332,Big Data Analytics,42,39,92.86
STU00332,Computer Networks,43,29,67.44
STU00332,Database Management,44,31,70.45
STU00332,Machine Learning,50,30,60.0
STU00332,Operating Systems,36,30,83.33
STU00333,Big Data Analytics,49,29,59.18
STU00333,Computer Networks,35,18,51.43
STU00333,Database Management,41,34,82.93
STU00333,Machine Learning,45,27,60.0
STU00333,Operating Systems,39,31,79.49
STU00334,Big Data Analytics,37,37,100.0
STU00334,Computer Networks,47,32,68.09
STU00334,Database Management,35,21,60.0
STU00334,Machine Learning,39,37,94.87
STU00334,Operating Systems,39,21,53.85
STU00335,Big Data Analytics,40,20,50.0
STU00335,Computer Networks,41,35,85.37
STU00335,Database Management,49,24,48.98
STU00335,Machine Learning,48,25,52.08
STU00335,Operating Systems,47,43,91.49
STU00336,Big Data Analytics,35,21,60.0
STU00336,Computer Networks,46,24,52.17
STU00336,Database Management,39,24,61.54
STU00336,Machine Learning,36,27,75.0
STU00336,Operating Systems,44,37,84.09
STU00337,Big Data Analytics,38,19,50.0
STU00337,Computer Networks,42,26,61.9
STU00337,Database Management,47,39,82.98
STU00337,Machine Learning,42,30,71.43
STU00337,Operating Systems,40,23,57.5
STU00338,Big Data Analytics,39,21,53.85
STU00338,Computer Networks,41,25,60.98
STU00338,Database Management,47,39,82.98
STU00338,Machine Learning,43,23,53.49
STU00338,Operating Systems,48,27,56.25
STU00339,Big Data Analytics,50,39,78.0
STU00339,Computer Networks,46,23,50.0
STU00339,Database Management,41,28,68.29
STU00339,Machine Learning,48,26,54.17
STU00339,Operating Systems,37,34,91.89
STU00340,Big Data Analytics,47,40,85.11
STU00340,Computer Networks,41,35,85.37
STU00340,Database Management,41,40,97.56
STU00340,Machine Learning,40,23,57.5
STU00340,Operating Systems,44,32,72.73
STU00341,Big Data Analytics,39,37,94.87
STU00341,Computer Networks,44,22,50.0
STU00341,Database Management,46,29,63.04
STU00341,Machine Learning,47,23,48.94
STU00341,Operating Systems,37,30,81.08
STU00342,Big Data Analytics,47,37,78.72
STU00342,Computer Networks,42,42,100.0
STU00342,Database Management,49,39,79.59
STU00342,Machine Learning,48,42,87.5
STU00342,Operating Systems,43,43,100.0
STU00343,Big Data Analytics,43,39,90.7
STU00343,Computer Networks,47,42,89.36
STU00343,Database Management,37,37,100.0
STU00343,Machine Learning,35,32,91.43
STU00343,Operating Systems,37,29,78.38
STU00344,Big Data Analytics,49,32,65.31
STU00344,Computer Networks,45,30,66.67
STU00344,Database Management,40,20,50.0
STU00344,Machine Learning,47,38,80.85
STU00344,Operating Systems,47,41,87.23
STU00345,Big Data Analytics,46,41,89.13
STU00345,Computer Networks,45,23,51.11
STU00345,Database Management,48,47,97.92
STU00345,Machine Learning,50,39,78.0
STU00345,Operating Systems,42,37,88.1
STU00346,Big Data Analytics,43,33,76.74
STU00346,Computer Networks,38,31,81.58
STU00346,Database Management,43,33,76.74
STU00346,Machine Learning,38,27,71.05
STU00346,Operating Systems,42,40,95.24
STU00347,Big Data Analytics,42,41,97.62
STU00347,Computer Networks,37,19,51.35
STU00347,Database Management,40,31,77.5
STU00347,Machine Learning,38,32,84.21
STU00347,Operating Systems,40,39,97.5
STU00348,Big Data Analytics,41,28,68.29
STU00348,Computer Networks,41,29,70.73
STU00348,Database Management,49,29,59.18
STU00348,Machine Learning,44,28,63.64
STU00348,Operating Systems,42,30,71.43
STU00349,Big Data Analytics,42,23,54.76
STU00349,Computer Networks,39,21,53.85
STU00349,Database Management,47,44,93.62
STU00349,Machine Learning,42,39,92.86
STU00349,Operating Systems,45,42,93.33
STU00350,Big Data Analytics,46,25,54.35
STU00350,Computer Networks,46,44,95.65
STU00350,Database Management,49,47,95.92
STU00350,Machine Learning,40,22,55.0
STU00350,Operating Systems,48,29,60.42
STU00351,Big Data Analytics,43,36,83.72
STU00351,Computer Networks,36,33,91.67
STU00351,Database Management,37,33,89.19
STU00351,Machine Learning,45,44,97.78
STU00351,Operating Systems,49,31,63.27
STU00352,Big Data Analytics,48,44,91.67
STU00352,Computer Networks,48,46,95.83
STU00352,Database Management,44,44,100.0
STU00352,Machine Learning,49,30,61.22
STU00352,Operating Systems,49,32,65.31
STU00353,Big Data Analytics,38,22,57.89
STU00353,Computer Networks,36,18,50.0
STU00353,Database Management,37,18,48.65
STU00353,Machine Learning,46,24,52.17
STU00353,Operating Systems,39,30,76.92
STU00354,Big Data Analytics,41,39,95.12
STU00354,Computer Networks,38,20,52.63
STU00354,Database Management,43,27,62.79
STU00354,Machine Learning,47,34,72.34
STU00354,Operating Systems,41,32,78.05
STU00355,Big Data Analytics,38,34,89.47
STU00355,Computer Networks,39,29,74.36
STU00355,Database Management,43,24,55.81
STU00355,Machine Learning,49,46,93.88
STU00355,Operating Systems,35,25,71.43
STU00356,Big Data Analytics,36,29,80.56
STU00356,Computer Networks,50,50,100.0
STU00356,Database Management,50,43,86.0
STU00356,Machine Learning,48,31,64.58
STU00356,Operating Systems,43,22,51.16
STU00357,Big Data Analytics,48,31,64.58
STU00357,Computer Networks,35,30,85.71
STU00357,Database Management,35,17,48.57
STU00357,Machine Learning,40,23,57.5
STU00357,Operating Systems,37,37,100.0
STU00358,Big Data Analytics,50,47,94.0
STU00358,Computer Networks,35,31,88.57
STU00358,Database Management,42,37,88.1
STU00358,Machine Learning,44,35,79.55
STU00358,Operating Systems,49,31,63.27
STU00359,Big Data Analytics,45,40,88.89
STU00359,Computer Networks,47,36,76.6
STU00359,Database Management,48,25,52.08
STU00359,Machine Learning,41,24,58.54
STU00359,Operating Systems,35,26,74.29
STU00360,Big Data Analytics,37,34,91.89
STU00360,Computer Networks,49,35,71.43
STU00360,Database Management,39,25,64.1
STU00360,Machine Learning,47,40,85.11
STU00360,Operating Systems,38,28,73.68
STU00361,Big Data Analytics,50,34,68.0
STU00361,Computer Networks,50,46,92.0
STU00361,Database Management,48,28,58.33
STU00361,Machine Learning,39,26,66.67
STU00361,Operating Systems,42,27,64.29
STU00362,Big Data Analytics,40,38,95.0
STU00362,Computer Networks,35,26,74.29
STU00362,Database Management,38,24,63.16
STU00362,Machine Learning,45,22,48.89
STU00362,Operating Systems,49,40,81.63
STU00363,Big Data Analytics,38,20,52.63
STU00363,Computer Networks,39,31,79.49
STU00363,Database Management,49,27,55.1
STU00363,Machine Learning,45,22,48.89
STU00363,Operating Systems,41,33,80.49
STU00364,Big Data Analytics,44,35,79.55
STU00364,Computer Networks,45,22,48.89
STU00364,Database Management,44,30,68.18
STU00364,Machine Learning,46,30,65.22
STU00364,Operating Systems,36,32,88.89
STU00365,Big Data Analytics,35,19,54.29
STU00365,Computer Networks,48,25,52.08
STU00365,Database Management,45,28,62.22
STU00365,Machine Learning,47,32,68.09
STU00365,Operating Systems,47,47,100.0
STU00366,Big Data Analytics,46,32,69.57
STU00366,Computer Networks,47,35,74.47
STU00366,Database Management,40,40,100.0
STU00366,Machine Learning,44,28,63.64
STU00366,Operating Systems,44,37,84.09
STU00367,Big Data Analytics,36,27,75.0
STU00367,Computer Networks,40,21,52.5
STU00367,Database Management,44,23,52.27
STU00367,Machine Learning,47,44,93.62
STU00367,Operating Systems,47,30,63.83
STU00368,Big Data Analytics,43,36,83.72
STU00368,Computer Networks,39,39,100.0
STU00368,Database Management,41,25,60.98
STU00368,Machine Learning,37,22,59.46
STU00368,Operating Systems,39,33,84.62
STU00369,Big Data Analytics,50,47,94.0
STU00369,Computer Networks,36,31,86.11
STU00369,Database Management,36,31,86.11
STU00369,Machine Learning,36,29,80.56
STU00369,Operating Systems,45,35,77.78
STU00370,Big Data Analytics,39,24,61.54
STU00370,Computer Networks,39,22,56.41
STU00370,Database Management,48,34,70.83
STU00370,Machine Learning,36,35,97.22
STU00370,Operating Systems,37,23,62.16
STU00371,Big Data Analytics,35,35,100.0
STU00371,Computer Networks,50,36,72.0
STU00371,Database Management,43,42,97.67
STU00371,Machine Learning,42,25,59.52
STU00371,Operating Systems,44,40,90.91
STU00372,Big Data Analytics,46,40,86.96
STU00372,Computer Networks,38,27,71.05
STU00372,Database Management,38,31,81.58
STU00372,Machine Learning,50,28,56.0
STU00372,Operating Systems,36,35,97.22
STU00373,Big Data Analytics,49,46,93.88
STU00373,Computer Networks,41,35,85.37
STU00373,Database Management,49,42,85.71
STU00373,Machine Learning,37,19,51.35
STU00373,Operating Systems,44,32,72.73
STU00374,Big Data Analytics,37,32,86.49
STU00374,Computer Networks,40,24,60.0
STU00374,Database Management,47,25,53.19
STU00374,Machine Learning,36,31,86.11
STU00374,Operating Systems,39,39,100.0
STU00375,Big Data Analytics,50,47,94.0
STU00375,Computer Networks,50,43,86.0
STU00375,Database Management,48,36,75.0
STU00375,Machine Learning,36,31,86.11
STU00375,Operating Systems,37,22,59.46
STU00376,Big Data Analytics,39,23,58.97
STU00376,Computer Networks,50,38,76.0
STU00376,Database Management,46,38,82.61
STU00376,Machine Learning,35,26,74.29
STU00376,Operating Systems,50,34,68.0
STU00377,Big Data Analytics,45,33,73.33
STU00377,Computer Networks,46,30,65.22
STU00377,Database Management,43,40,93.02
STU00377,Machine Learning,42,25,59.52
STU00377,Operating Systems,42,24,57.14
STU00378,Big Data Analytics,40,20,50.0
STU00378,Computer Networks,41,38,92.68
STU00378,Database Management,45,26,57.78
STU00378,Machine Learning,37,18,48.65
STU00378,Operating Systems,43,27,62.79
STU00379,Big Data Analytics,36,36,100.0
STU00379,Computer Networks,38,29,76.32
STU00379,Database Management,38,20,52.63
STU00379,Machine Learning,45,44,97.78
STU00379,Operating Systems,41,35,85.37
STU00380,Big Data Analytics,42,41,97.62
STU00380,Computer Networks,37,34,91.89
STU00380,Database Management,35,17,48.57
STU00380,Machine Learning,50,33,66.0
STU00380,Operating Systems,42,24,57.14
STU00381,Big Data Analytics,47,35,74.47
STU00381,Computer Networks,38,37,97.37
STU00381,Database Management,46,37,80.43
STU00381,Machine Learning,46,39,84.78
STU00381,Operating Systems,36,36,100.0
STU00382,Big Data Analytics,37,23,62.16
STU00382,Computer Networks,42,37,88.1
STU00382,Database Management,46,36,78.26
STU00382,Machine Learning,37,34,91.89
STU00382,Operating Systems,46,42,91.3
STU00383,Big Data Analytics,40,24,60.0
STU00383,Computer Networks,47,46,97.87
STU00383,Database Management,48,24,50.0
STU00383,Machine Learning,46,28,60.87
STU00383,Operating Systems,50,43,86.0
STU00384,Big Data Analytics,41,35,85.37
STU00384,Computer Networks,36,24,66.67
STU00384,Database Management,49,29,59.18
STU00384,Machine Learning,38,22,57.89
STU00384,Operating Systems,43,24,55.81
STU00385,Big Data Analytics,38,25,65.79
STU00385,Computer Networks,47,28,59.57
STU00385,Database Management,41,23,56.1
STU00385,Machine Learning,43,42,97.67
STU00385,Operating Systems,36,26,72.22
STU00386,Big Data Analytics,38,37,97.37
STU00386,Computer Networks,37,32,86.49
STU00386,Database Management,35,19,54.29
STU00386,Machine Learning,45,22,48.89
STU00386,Operating Systems,50,40,80.0
STU00387,Big Data Analytics,47,40,85.11
STU00387,Computer Networks,42,36,85.71
STU00387,Database Management,48,36,75.0
STU00387,Machine Learning,38,23,60.53
STU00387,Operating Systems,48,37,77.08
STU00388,Big Data Analytics,37,25,67.57
STU00388,Computer Networks,35,32,91.43
STU00388,Database Management,46,38,82.61
STU00388,Machine Learning,36,24,66.67
STU00388,Operating Systems,38,19,50.0
STU00389,Big Data Analytics,47,40,85.11
STU00389,Computer Networks,46,25,54.35
STU00389,Database Management,50,28,56.0
STU00389,Machine Learning,48,38,79.17
STU00389,Operating Systems,49,24,48.98
STU00390,Big Data Analytics,44,37,84.09
STU00390,Computer Networks,42,37,88.1
STU00390,Database Management,43,26,60.47
STU00390,Machine Learning,41,25,60.98
STU00390,Operating Systems,47,41,87.23
STU00391,Big Data Analytics,35,31,88.57
STU00391,Computer Networks,48,26,54.17
STU00391,Database Management,37,26,70.27
STU00391,Machine Learning,35,28,80.0
STU00391,Operating Systems,35,18,51.43
STU00392,Big Data Analytics,50,41,82.0
STU00392,Computer Networks,39,21,53.85
STU00392,Database Management,45,39,86.67
STU00392,Machine Learning,39,37,94.87
STU00392,Operating Systems,39,20,51.28
STU00393,Big Data Analytics,50,31,62.0
STU00393,Computer Networks,45,43,95.56
STU00393,Database Management,47,40,85.11
STU00393,Machine Learning,42,38,90.48
STU00393,Operating Systems,44,43,97.73
STU00394,Big Data Analytics,48,39,81.25
STU00394,Computer Networks,43,28,65.12
STU00394,Database Management,45,42,93.33
STU00394,Machine Learning,36,25,69.44
STU00394,Operating Systems,39,30,76.92
STU00395,Big Data Analytics,38,20,52.63
STU00395,Computer Networks,45,42,93.33
STU00395,Database Management,45,33,73.33
STU00395,Machine Learning,35,26,74.29
STU00395,Operating Systems,50,36,72.0
STU00396,Big Data Analytics,50,47,94.0
STU00396,Computer Networks,43,33,76.74
STU00396,Database Management,40,29,72.5
STU00396,Machine Learning,47,42,89.36
STU00396,Operating Systems,37,23,62.16
STU00397,Big Data Analytics,42,26,61.9
STU00397,Computer Networks,41,30,73.17
STU00397,Database Management,40,40,100.0
STU00397,Machine Learning,42,32,76.19
STU00397,Operating Systems,40,33,82.5
STU00398,Big Data Analytics,50,46,92.0
STU00398,Computer Networks,37,24,64.86
STU00398,Database Management,40,21,52.5
STU00398,Machine Learning,42,39,92.86
STU00398,Operating Systems,40,28,70.0
STU00399,Big Data Analytics,47,39,82.98
STU00399,Computer Networks,35,26,74.29
STU00399,Database Management,49,47,95.92
STU00399,Machine Learning,48,24,50.0
STU00399,Operating Systems,49,49,100.0
STU00400,Big Data Analytics,38,22,57.89
STU00400,Computer Networks,39,21,53.85
STU00400,Database Management,42,35,83.33
STU00400,Machine Learning,49,30,61.22
STU00400,Operating Systems,41,28,68.29
STU00401,Big Data Analytics,38,25,65.79
STU00401,Computer Networks,48,39,81.25
STU00401,Database Management,37,29,78.38
STU00401,Machine Learning,42,41,97.62
STU00401,Operating Systems,47,40,85.11
STU00402,Big Data Analytics,36,30,83.33
STU00402,Computer Networks,41,34,82.93
STU00402,Database Management,49,26,53.06
STU00402,Machine Learning,39,24,61.54
STU00402,Operating Systems,44,23,52.27
STU00403,Big Data Analytics,43,42,97.67
STU00403,Computer Networks,44,37,84.09
STU00403,Database Management,42,23,54.76
STU00403,Machine Learning,43,25,58.14
STU00403,Operating Systems,50,48,96.0
STU00404,Big Data Analytics,37,34,91.89
STU00404,Computer Networks,47,41,87.23
STU00404,Database Management,49,28,57.14
STU00404,Machine Learning,38,21,55.26
STU00404,Operating Systems,44,35,79.55
STU00405,Big Data Analytics,47,32,68.09
STU00405,Computer Networks,43,29,67.44
STU00405,Database Management,45,38,84.44
STU00405,Machine Learning,36,22,61.11
STU00405,Operating Systems,46,25,54.35
STU00406,Big Data Analytics,35,32,91.43
STU00406,Computer Networks,40,30,75.0
STU00406,Database Management,41,30,73.17
STU00406,Machine Learning,47,37,78.72
STU00406,Operating Systems,48,37,77.08
STU00407,Big Data Analytics,41,40,97.56
STU00407,Computer Networks,37,30,81.08
STU00407,Database Management,45,37,82.22
STU00407,Machine Learning,35,33,94.29
STU00407,Operating Systems,35,17,48.57
STU00408,Big Data Analytics,39,26,66.67
STU00408,Computer Networks,43,36,83.72
STU00408,Database Management,38,27,71.05
STU00408,Machine Learning,38,22,57.89
STU00408,Operating Systems,42,40,95.24
STU00409,Big Data Analytics,49,38,77.55
STU00409,Computer Networks,37,30,81.08
STU00409,Database Management,40,27,67.5
STU00409,Machine Learning,42,35,83.33
STU00409,Operating Systems,41,34,82.93
STU00410,Big Data Analytics,41,21,51.22
STU00410,Computer Networks,43,37,86.05
STU00410,Database Management,35,18,51.43
STU00410,Machine Learning,43,21,48.84
STU00410,Operating Systems,40,33,82.5
STU00411,Big Data Analytics,48,28,58.33
STU00411,Computer Networks,38,35,92.11
STU00411,Database Management,43,30,69.77
STU00411,Machine Learning,50,42,84.0
STU00411,Operating Systems,43,27,62.79
STU00412,Big Data Analytics,44,34,77.27
STU00412,Computer Networks,42,41,97.62
STU00412,Database Management,46,36,78.26
STU00412,Machine Learning,47,36,76.6
STU00412,Operating Systems,47,47,100.0
STU00413,Big Data Analytics,50,34,68.0
STU00413,Computer Networks,41,22,53.66
STU00413,Database Management,46,23,50.0
STU00413,Machine Learning,43,40,93.02
STU00413,Operating Systems,44,35,79.55
STU00414,Big Data Analytics,40,31,77.5
STU00414,Computer Networks,38,26,68.42
STU00414,Database Management,45,45,100.0
STU00414,Machine Learning,38,35,92.11
STU00414,Operating Systems,44,35,79.55
STU00415,Big Data Analytics,46,30,65.22
STU00415,Computer Networks,39,31,79.49
STU00415,Database Management,38,22,57.89
STU00415,Machine Learning,36,21,58.33
STU00415,Operating Systems,36,24,66.67
STU00416,Big Data Analytics,44,22,50.0
STU00416,Computer Networks,42,37,88.1
STU00416,Database Management,44,39,88.64
STU00416,Machine Learning,40,33,82.5
STU00416,Operating Systems,50,44,88.0
STU00417,Big Data Analytics,37,28,75.68
STU00417,Computer Networks,37,19,51.35
STU00417,Database Management,39,34,87.18
STU00417,Machine Learning,38,19,50.0
STU00417,Operating Systems,43,34,79.07
STU00418,Big Data Analytics,48,45,93.75
STU00418,Computer Networks,36,30,83.33
STU00418,Database Management,44,36,81.82
STU00418,Machine Learning,44,35,79.55
STU00418,Operating Systems,38,26,68.42
STU00419,Big Data Analytics,50,44,88.0
STU00419,Computer Networks,38,21,55.26
STU00419,Database Management,41,28,68.29
