assignment_id,student_id,subject,total_assignments,submitted_assignments,completion_percentage,average_assignment_score
ASG00929,STU00186,Machine Learning,8,4,50.0,54.55
ASG00930,STU00186,Operating Systems,10,5,50.0,74.05
ASG00931,STU00187,Big Data Analytics,11,6,54.55,60.01
ASG00932,STU00187,Computer Networks,9,8,88.89,73.41
ASG00933,STU00187,Database Management,8,5,62.5,65.62
ASG00934,STU00187,Machine Learning,10,3,30.0,88.23
ASG00935,STU00187,Operating Systems,8,3,37.5,79.96
ASG00936,STU00188,Big Data Analytics,9,5,55.56,92.5
ASG00937,STU00188,Computer Networks,10,7,70.0,89.94
ASG00938,STU00188,Database Management,8,3,37.5,77.7
ASG00939,STU00188,Machine Learning,8,8,100.0,79.61
ASG00940,STU00188,Operating Systems,9,6,66.67,42.02
ASG00941,STU00189,Big Data Analytics,9,4,44.44,99.84
ASG00942,STU00189,Computer Networks,8,3,37.5,88.68
ASG00943,STU00189,Database Management,12,10,83.33,95.25
ASG00944,STU00189,Machine Learning,8,4,50.0,52.48
ASG00945,STU00189,Operating Systems,9,5,55.56,70.33
ASG00946,STU00190,Big Data Analytics,9,6,66.67,56.68
ASG00947,STU00190,Computer Networks,11,7,63.64,56.27
ASG00948,STU00190,Database Management,11,7,63.64,35.14
ASG00949,STU00190,Machine Learning,12,9,75.0,40.45
ASG00950,STU00190,Operating Systems,12,10,83.33,94.14
ASG00951,STU00191,Big Data Analytics,11,10,90.91,52.84
ASG00952,STU00191,Computer Networks,12,6,50.0,89.93
ASG00953,STU00191,Database Management,10,5,50.0,61.17
ASG00954,STU00191,Machine Learning,11,6,54.55,58.21
ASG00955,STU00191,Operating Systems,12,10,83.33,43.19
ASG00956,STU00192,Big Data Analytics,10,3,30.0,40.35
ASG00957,STU00192,Computer Networks,8,4,50.0,67.62
ASG00958,STU00192,Database Management,9,5,55.56,44.49
ASG00959,STU00192,Machine Learning,11,5,45.45,73.97
ASG00960,STU00192,Operating Systems,11,4,36.36,74.72
ASG00961,STU00193,Big Data Analytics,12,3,25.0,95.44
ASG00962,STU00193,Computer Networks,10,3,30.0,78.43
ASG00963,STU00193,Database Management,8,5,62.5,73.41
ASG00964,STU00193,Machine Learning,9,7,77.78,62.55
ASG00965,STU00193,Operating Systems,8,7,87.5,96.73
ASG00966,STU00194,Big Data Analytics,9,4,44.44,94.02
ASG00967,STU00194,Computer Networks,9,8,88.89,40.94
ASG00968,STU00194,Database Management,11,11,100.0,93.84
ASG00969,STU00194,Machine Learning,12,3,25.0,61.36
ASG00970,STU00194,Operating Systems,10,6,60.0,36.12
ASG00971,STU00195,Big Data Analytics,12,10,83.33,45.62
ASG00972,STU00195,Computer Networks,11,5,45.45,79.06
ASG00973,STU00195,Database Management,11,6,54.55,40.68
ASG00974,STU00195,Machine Learning,9,3,33.33,39.12
ASG00975,STU00195,Operating Systems,11,4,36.36,38.54
ASG00976,STU00196,Big Data Analytics,12,4,33.33,91.48
ASG00977,STU00196,Computer Networks,12,8,66.67,86.55
ASG00978,STU00196,Database Management,12,5,41.67,85.58
ASG00979,STU00196,Machine Learning,10,6,60.0,82.75
ASG00980,STU00196,Operating Systems,11,10,90.91,52.91
ASG00981,STU00197,Big Data Analytics,12,10,83.33,64.0
ASG00982,STU00197,Computer Networks,12,9,75.0,68.52
ASG00983,STU00197,Database Management,8,3,37.5,35.71
ASG00984,STU00197,Machine Learning,9,5,55.56,98.14
ASG00985,STU00197,Operating Systems,10,4,40.0,41.41
ASG00986,STU00198,Big Data Analytics,10,5,50.0,80.98
ASG00987,STU00198,Computer Networks,8,5,62.5,58.44
ASG00988,STU00198,Database Management,12,5,41.67,47.85
ASG00989,STU00198,Machine Learning,11,9,81.82,98.11
ASG00990,STU00198,Operating Systems,8,6,75.0,71.61
ASG00991,STU00199,Big Data Analytics,11,3,27.27,96.07
ASG00992,STU00199,Computer Networks,9,9,100.0,46.58
ASG00993,STU00199,Database Management,8,8,100.0,87.71
ASG00994,STU00199,Machine Learning,8,8,100.0,80.08
ASG00995,STU00199,Operating Systems,12,6,50.0,92.53
ASG00996,STU00200,Big Data Analytics,11,7,63.64,86.57
ASG00997,STU00200,Computer Networks,10,7,70.0,68.29
ASG00998,STU00200,Database Management,9,6,66.67,72.39
ASG00999,STU00200,Machine Learning,9,7,77.78,54.62
ASG01000,STU00200,Operating Systems,11,6,54.55,69.74
ASG01001,STU00201,Big Data Analytics,12,5,41.67,65.84
ASG01002,STU00201,Computer Networks,11,9,81.82,65.32
ASG01003,STU00201,Database Management,12,6,50.0,55.95
ASG01004,STU00201,Machine Learning,9,7,77.78,56.34
ASG01005,STU00201,Operating Systems,9,6,66.67,48.55
ASG01006,STU00202,Big Data Analytics,10,7,70.0,88.97
ASG01007,STU00202,Computer Networks,8,6,75.0,71.79
ASG01008,STU00202,Database Management,9,5,55.56,74.23
ASG01009,STU00202,Machine Learning,11,11,100.0,99.86
ASG01010,STU00202,Operating Systems,10,3,30.0,42.43
ASG01011,STU00203,Big Data Analytics,11,5,45.45,80.03
ASG01012,STU00203,Computer Networks,10,3,30.0,53.89
ASG01013,STU00203,Database Management,11,9,81.82,68.58
ASG01014,STU00203,Machine Learning,10,4,40.0,40.67
ASG01015,STU00203,Operating Systems,8,4,50.0,56.18
ASG01016,STU00204,Big Data Analytics,12,6,50.0,53.71
ASG01017,STU00204,Computer Networks,9,7,77.78,85.51
ASG01018,STU00204,Database Management,12,5,41.67,56.07
ASG01019,STU00204,Machine Learning,9,3,33.33,86.11
ASG01020,STU00204,Operating Systems,9,3,33.33,77.37
ASG01021,STU00205,Big Data Analytics,11,6,54.55,42.01
ASG01022,STU00205,Computer Networks,11,7,63.64,93.63
ASG01023,STU00205,Database Management,8,3,37.5,86.32
ASG01024,STU00205,Machine Learning,11,10,90.91,93.53
ASG01025,STU00205,Operating Systems,12,3,25.0,95.05
ASG01026,STU00206,Big Data Analytics,11,10,90.91,64.15
ASG01027,STU00206,Computer Networks,10,8,80.0,91.44
ASG01028,STU00206,Database Management,11,10,90.91,96.18
ASG01029,STU00206,Machine Learning,8,7,87.5,42.62
ASG01030,STU00206,Operating Systems,11,3,27.27,78.16
ASG01031,STU00207,Big Data Analytics,12,12,100.0,37.36
ASG01032,STU00207,Computer Networks,11,7,63.64,80.57
ASG01033,STU00207,Database Management,11,4,36.36,59.71
ASG01034,STU00207,Machine Learning,8,3,37.5,44.44
ASG01035,STU00207,Operating Systems,12,11,91.67,76.0
ASG01036,STU00208,Big Data Analytics,9,3,33.33,84.91
ASG01037,STU00208,Computer Networks,8,5,62.5,55.72
ASG01038,STU00208,Database Management,12,10,83.33,41.63
ASG01039,STU00208,Machine Learning,9,7,77.78,87.35
ASG01040,STU00208,Operating Systems,8,5,62.5,48.85
ASG01041,STU00209,Big Data Analytics,9,7,77.78,79.19
ASG01042,STU00209,Computer Networks,10,5,50.0,74.12
ASG01043,STU00209,Database Management,9,3,33.33,75.08
ASG01044,STU00209,Machine Learning,10,9,90.0,36.03
ASG01045,STU00209,Operating Systems,8,6,75.0,84.47
ASG01046,STU00210,Big Data Analytics,8,3,37.5,83.29
ASG01047,STU00210,Computer Networks,9,6,66.67,52.51
ASG01048,STU00210,Database Management,12,10,83.33,68.52
ASG01049,STU00210,Machine Learning,9,5,55.56,96.34
ASG01050,STU00210,Operating Systems,9,3,33.33,79.63
ASG01051,STU00211,Big Data Analytics,10,6,60.0,54.97
ASG01052,STU00211,Computer Networks,9,7,77.78,61.08
ASG01053,STU00211,Database Management,10,9,90.0,37.75
ASG01054,STU00211,Machine Learning,9,5,55.56,41.01
ASG01055,STU00211,Operating Systems,8,6,75.0,71.52
ASG01056,STU00212,Big Data Analytics,9,9,100.0,68.18
ASG01057,STU00212,Computer Networks,8,5,62.5,81.5
ASG01058,STU00212,Database Management,9,4,44.44,78.85
ASG01059,STU00212,Machine Learning,10,4,40.0,59.33
ASG01060,STU00212,Operating Systems,9,4,44.44,86.02
ASG01061,STU00213,Big Data Analytics,10,5,50.0,46.21
ASG01062,STU00213,Computer Networks,10,9,90.0,39.44
ASG01063,STU00213,Database Management,11,10,90.91,85.12
ASG01064,STU00213,Machine Learning,12,10,83.33,59.5
ASG01065,STU00213,Operating Systems,12,9,75.0,97.08
ASG01066,STU00214,Big Data Analytics,8,6,75.0,87.81
ASG01067,STU00214,Computer Networks,12,4,33.33,49.67
ASG01068,STU00214,Database Management,11,11,100.0,69.36
ASG01069,STU00214,Machine Learning,8,7,87.5,36.18
ASG01070,STU00214,Operating Systems,10,8,80.0,38.46
ASG01071,STU00215,Big Data Analytics,12,12,100.0,84.68
ASG01072,STU00215,Computer Networks,10,8,80.0,39.11
ASG01073,STU00215,Database Management,10,4,40.0,66.03
ASG01074,STU00215,Machine Learning,9,5,55.56,47.42
ASG01075,STU00215,Operating Systems,11,4,36.36,71.73
ASG01076,STU00216,Big Data Analytics,9,7,77.78,76.43
ASG01077,STU00216,Computer Networks,12,7,58.33,51.27
ASG01078,STU00216,Database Management,8,5,62.5,89.42
ASG01079,STU00216,Machine Learning,8,7,87.5,42.24
ASG01080,STU00216,Operating Systems,10,5,50.0,74.8
ASG01081,STU00217,Big Data Analytics,8,4,50.0,95.89
ASG01082,STU00217,Computer Networks,8,6,75.0,67.31
ASG01083,STU00217,Database Management,12,9,75.0,36.68
ASG01084,STU00217,Machine Learning,12,12,100.0,40.84
ASG01085,STU00217,Operating Systems,9,4,44.44,38.89
ASG01086,STU00218,Big Data Analytics,10,9,90.0,83.19
ASG01087,STU00218,Computer Networks,10,10,100.0,85.5
ASG01088,STU00218,Database Management,8,6,75.0,97.13
ASG01089,STU00218,Machine Learning,12,10,83.33,56.15
ASG01090,STU00218,Operating Systems,12,11,91.67,36.09
ASG01091,STU00219,Big Data Analytics,9,5,55.56,99.1
ASG01092,STU00219,Computer Networks,12,11,91.67,73.71
ASG01093,STU00219,Database Management,8,7,87.5,69.9
ASG01094,STU00219,Machine Learning,8,8,100.0,94.44
ASG01095,STU00219,Operating Systems,11,7,63.64,71.01
ASG01096,STU00220,Big Data Analytics,12,8,66.67,44.76
ASG01097,STU00220,Computer Networks,12,9,75.0,80.63
ASG01098,STU00220,Database Management,8,5,62.5,60.12
ASG01099,STU00220,Machine Learning,12,8,66.67,56.53
ASG01100,STU00220,Operating Systems,9,4,44.44,60.74
ASG01101,STU00221,Big Data Analytics,9,9,100.0,67.14
ASG01102,STU00221,Computer Networks,9,8,88.89,72.32
ASG01103,STU00221,Database Management,8,4,50.0,96.71
ASG01104,STU00221,Machine Learning,10,8,80.0,64.96
ASG01105,STU00221,Operating Systems,12,10,83.33,60.53
ASG01106,STU00222,Big Data Analytics,12,6,50.0,63.23
ASG01107,STU00222,Computer Networks,9,5,55.56,73.93
ASG01108,STU00222,Database Management,10,6,60.0,96.86
ASG01109,STU00222,Machine Learning,11,9,81.82,42.4
ASG01110,STU00222,Operating Systems,9,6,66.67,67.63
ASG01111,STU00223,Big Data Analytics,10,5,50.0,89.62
ASG01112,STU00223,Computer Networks,10,3,30.0,77.43
ASG01113,STU00223,Database Management,12,7,58.33,63.15
ASG01114,STU00223,Machine Learning,9,4,44.44,58.94
ASG01115,STU00223,Operating Systems,8,8,100.0,49.26
ASG01116,STU00224,Big Data Analytics,9,3,33.33,52.81
ASG01117,STU00224,Computer Networks,11,10,90.91,64.31
ASG01118,STU00224,Database Management,12,3,25.0,59.61
ASG01119,STU00224,Machine Learning,9,7,77.78,85.88
ASG01120,STU00224,Operating Systems,8,8,100.0,97.04
ASG01121,STU00225,Big Data Analytics,11,9,81.82,81.9
ASG01122,STU00225,Computer Networks,8,4,50.0,45.04
ASG01123,STU00225,Database Management,11,4,36.36,98.28
ASG01124,STU00225,Machine Learning,11,8,72.73,89.25
ASG01125,STU00225,Operating Systems,11,5,45.45,49.37
ASG01126,STU00226,Big Data Analytics,9,9,100.0,65.65
ASG01127,STU00226,Computer Networks,9,9,100.0,36.26
ASG01128,STU00226,Database Management,11,9,81.82,49.67
ASG01129,STU00226,Machine Learning,8,3,37.5,79.24
ASG01130,STU00226,Operating Systems,9,7,77.78,37.74
ASG01131,STU00227,Big Data Analytics,8,8,100.0,69.79
ASG01132,STU00227,Computer Networks,8,8,100.0,46.07
ASG01133,STU00227,Database Management,8,7,87.5,99.63
ASG01134,STU00227,Machine Learning,11,4,36.36,95.73
ASG01135,STU00227,Operating Systems,12,9,75.0,44.32
ASG01136,STU00228,Big Data Analytics,10,7,70.0,45.21
ASG01137,STU00228,Computer Networks,8,6,75.0,71.17
ASG01138,STU00228,Database Management,12,7,58.33,66.21
ASG01139,STU00228,Machine Learning,8,7,87.5,79.66
ASG01140,STU00228,Operating Systems,11,10,90.91,62.94
ASG01141,STU00229,Big Data Analytics,11,11,100.0,52.17
ASG01142,STU00229,Computer Networks,11,7,63.64,81.05
ASG01143,STU00229,Database Management,8,8,100.0,93.82
ASG01144,STU00229,Machine Learning,8,7,87.5,44.73
ASG01145,STU00229,Operating Systems,12,11,91.67,91.03
ASG01146,STU00230,Big Data Analytics,9,6,66.67,35.54
ASG01147,STU00230,Computer Networks,10,5,50.0,98.96
ASG01148,STU00230,Database Management,10,8,80.0,84.07
ASG01149,STU00230,Machine Learning,12,3,25.0,75.09
ASG01150,STU00230,Operating Systems,8,3,37.5,85.24
ASG01151,STU00231,Big Data Analytics,12,11,91.67,95.39
ASG01152,STU00231,Computer Networks,8,8,100.0,35.4
ASG01153,STU00231,Database Management,11,7,63.64,54.57
ASG01154,STU00231,Machine Learning,8,7,87.5,59.2
ASG01155,STU00231,Operating Systems,10,7,70.0,88.3
ASG01156,STU00232,Big Data Analytics,11,11,100.0,98.07
ASG01157,STU00232,Computer Networks,9,8,88.89,56.49
ASG01158,STU00232,Database Management,9,9,100.0,39.95
ASG01159,STU00232,Machine Learning,12,8,66.67,55.18
ASG01160,STU00232,Operating Systems,9,8,88.89,39.09
ASG01161,STU00233,Big Data Analytics,11,4,36.36,97.83
ASG01162,STU00233,Computer Networks,11,4,36.36,82.03
ASG01163,STU00233,Database Management,12,6,50.0,89.89
ASG01164,STU00233,Machine Learning,10,4,40.0,51.84
ASG01165,STU00233,Operating Systems,10,3,30.0,44.77
ASG01166,STU00234,Big Data Analytics,9,9,100.0,43.93
ASG01167,STU00234,Computer Networks,12,10,83.33,53.54
ASG01168,STU00234,Database Management,9,5,55.56,81.66
ASG01169,STU00234,Machine Learning,11,7,63.64,66.32
ASG01170,STU00234,Operating Systems,11,8,72.73,36.11
ASG01171,STU00235,Big Data Analytics,11,3,27.27,63.3
ASG01172,STU00235,Computer Networks,11,6,54.55,79.06
ASG01173,STU00235,Database Management,11,4,36.36,69.28
ASG01174,STU00235,Machine Learning,11,4,36.36,37.5
ASG01175,STU00235,Operating Systems,10,7,70.0,36.05
ASG01176,STU00236,Big Data Analytics,8,7,87.5,96.55
ASG01177,STU00236,Computer Networks,8,4,50.0,81.15
ASG01178,STU00236,Database Management,11,6,54.55,93.18
ASG01179,STU00236,Machine Learning,9,8,88.89,46.36
ASG01180,STU00236,Operating Systems,10,4,40.0,45.84
ASG01181,STU00237,Big Data Analytics,11,3,27.27,72.61
ASG01182,STU00237,Computer Networks,8,3,37.5,89.48
ASG01183,STU00237,Database Management,8,3,37.5,35.61
ASG01184,STU00237,Machine Learning,9,4,44.44,72.13
ASG01185,STU00237,Operating Systems,9,4,44.44,57.11
ASG01186,STU00238,Big Data Analytics,8,8,100.0,41.19
ASG01187,STU00238,Computer Networks,11,9,81.82,87.62
ASG01188,STU00238,Database Management,12,5,41.67,71.01
ASG01189,STU00238,Machine Learning,9,5,55.56,96.73
ASG01190,STU00238,Operating Systems,9,7,77.78,74.23
ASG01191,STU00239,Big Data Analytics,12,6,50.0,85.98
ASG01192,STU00239,Computer Networks,12,9,75.0,90.65
ASG01193,STU00239,Database Management,8,6,75.0,51.18
ASG01194,STU00239,Machine Learning,8,8,100.0,53.91
ASG01195,STU00239,Operating Systems,8,8,100.0,77.9
ASG01196,STU00240,Big Data Analytics,10,10,100.0,41.83
ASG01197,STU00240,Computer Networks,8,3,37.5,69.77
ASG01198,STU00240,Database Management,8,4,50.0,46.55
ASG01199,STU00240,Machine Learning,10,4,40.0,54.39
ASG01200,STU00240,Operating Systems,8,4,50.0,81.54
ASG01201,STU00241,Big Data Analytics,11,11,100.0,54.09
ASG01202,STU00241,Computer Networks,11,11,100.0,91.12
ASG01203,STU00241,Database Management,8,3,37.5,68.09
ASG01204,STU00241,Machine Learning,10,6,60.0,53.8
ASG01205,STU00241,Operating Systems,9,8,88.89,38.58
ASG01206,STU00242,Big Data Analytics,10,6,60.0,93.89
ASG01207,STU00242,Computer Networks,9,4,44.44,71.41
ASG01208,STU00242,Database Management,8,7,87.5,85.51
ASG01209,STU00242,Machine Learning,12,7,58.33,57.11
ASG01210,STU00242,Operating Systems,10,9,90.0,56.49
ASG01211,STU00243,Big Data Analytics,9,5,55.56,49.05
ASG01212,STU00243,Computer Networks,9,7,77.78,81.66
ASG01213,STU00243,Database Management,11,7,63.64,78.69
ASG01214,STU00243,Machine Learning,11,6,54.55,67.47
ASG01215,STU00243,Operating Systems,11,10,90.91,91.46
ASG01216,STU00244,Big Data Analytics,12,6,50.0,94.05
ASG01217,STU00244,Computer Networks,8,5,62.5,91.39
ASG01218,STU00244,Database Management,12,9,75.0,85.3
ASG01219,STU00244,Machine Learning,10,10,100.0,89.09
ASG01220,STU00244,Operating Systems,9,3,33.33,58.0
ASG01221,STU00245,Big Data Analytics,12,4,33.33,92.06
ASG01222,STU00245,Computer Networks,12,8,66.67,77.08
ASG01223,STU00245,Database Management,11,7,63.64,67.63
ASG01224,STU00245,Machine Learning,9,6,66.67,53.63
ASG01225,STU00245,Operating Systems,11,4,36.36,90.7
ASG01226,STU00246,Big Data Analytics,9,8,88.89,87.08
ASG01227,STU00246,Computer Networks,12,10,83.33,39.34
ASG01228,STU00246,Database Management,9,7,77.78,54.67
ASG01229,STU00246,Machine Learning,12,8,66.67,56.32
ASG01230,STU00246,Operating Systems,10,8,80.0,68.88
ASG01231,STU00247,Big Data Analytics,12,7,58.33,81.22
ASG01232,STU00247,Computer Networks,12,8,66.67,59.46
ASG01233,STU00247,Database Management,8,5,62.5,74.9
ASG01234,STU00247,Machine Learning,12,4,33.33,95.66
ASG01235,STU00247,Operating Systems,11,4,36.36,81.97
ASG01236,STU00248,Big Data Analytics,11,6,54.55,55.08
ASG01237,STU00248,Computer Networks,9,3,33.33,57.21
ASG01238,STU00248,Database Management,9,3,33.33,42.69
ASG01239,STU00248,Machine Learning,12,7,58.33,61.34
ASG01240,STU00248,Operating Systems,9,8,88.89,96.81
ASG01241,STU00249,Big Data Analytics,10,8,80.0,60.01
ASG01242,STU00249,Computer Networks,12,4,33.33,45.46
ASG01243,STU00249,Database Management,12,11,91.67,78.14
ASG01244,STU00249,Machine Learning,9,3,33.33,48.41
ASG01245,STU00249,Operating Systems,11,3,27.27,56.99
ASG01246,STU00250,Big Data Analytics,9,4,44.44,80.11
ASG01247,STU00250,Computer Networks,9,3,33.33,55.05
ASG01248,STU00250,Database Management,8,4,50.0,77.02
ASG01249,STU00250,Machine Learning,9,3,33.33,49.34
ASG01250,STU00250,Operating Systems,9,7,77.78,75.51
ASG01251,STU00251,Big Data Analytics,10,3,30.0,86.1
ASG01252,STU00251,Computer Networks,12,12,100.0,63.89
ASG01253,STU00251,Database Management,12,11,91.67,37.25
ASG01254,STU00251,Machine Learning,9,9,100.0,93.54
ASG01255,STU00251,Operating Systems,12,11,91.67,61.79
ASG01256,STU00252,Big Data Analytics,11,10,90.91,99.41
ASG01257,STU00252,Computer Networks,8,4,50.0,79.14
ASG01258,STU00252,Database Management,11,5,45.45,45.95
ASG01259,STU00252,Machine Learning,11,9,81.82,63.45
ASG01260,STU00252,Operating Systems,10,7,70.0,63.61
ASG01261,STU00253,Big Data Analytics,9,6,66.67,35.7
ASG01262,STU00253,Computer Networks,11,10,90.91,45.82
ASG01263,STU00253,Database Management,10,10,100.0,36.56
ASG01264,STU00253,Machine Learning,9,4,44.44,95.63
ASG01265,STU00253,Operating Systems,12,3,25.0,86.74
ASG01266,STU00254,Big Data Analytics,8,8,100.0,56.98
ASG01267,STU00254,Computer Networks,10,7,70.0,83.29
ASG01268,STU00254,Database Management,9,9,100.0,71.67
ASG01269,STU00254,Machine Learning,9,9,100.0,59.78
ASG01270,STU00254,Operating Systems,10,10,100.0,57.11
ASG01271,STU00255,Big Data Analytics,8,7,87.5,40.72
ASG01272,STU00255,Computer Networks,10,6,60.0,94.14
ASG01273,STU00255,Database Management,12,7,58.33,50.99
ASG01274,STU00255,Machine Learning,11,11,100.0,88.81
ASG01275,STU00255,Operating Systems,12,3,25.0,99.78
ASG01276,STU00256,Big Data Analytics,9,5,55.56,71.55
ASG01277,STU00256,Computer Networks,12,10,83.33,75.13
ASG01278,STU00256,Database Management,8,5,62.5,84.88
ASG01279,STU00256,Machine Learning,9,4,44.44,40.27
ASG01280,STU00256,Operating Systems,8,8,100.0,95.51
ASG01281,STU00257,Big Data Analytics,12,12,100.0,96.26
ASG01282,STU00257,Computer Networks,8,4,50.0,87.1
ASG01283,STU00257,Database Management,11,5,45.45,70.86
ASG01284,STU00257,Machine Learning,10,5,50.0,63.23
ASG01285,STU00257,Operating Systems,12,7,58.33,48.09
ASG01286,STU00258,Big Data Analytics,11,7,63.64,70.81
ASG01287,STU00258,Computer Networks,12,3,25.0,60.5
ASG01288,STU00258,Database Management,12,4,33.33,42.96
ASG01289,STU00258,Machine Learning,12,6,50.0,60.23
ASG01290,STU00258,Operating Systems,12,5,41.67,60.95
ASG01291,STU00259,Big Data Analytics,8,4,50.0,44.15
ASG01292,STU00259,Computer Networks,9,3,33.33,55.48
ASG01293,STU00259,Database Management,11,11,100.0,84.54
ASG01294,STU00259,Machine Learning,8,6,75.0,92.53
ASG01295,STU00259,Operating Systems,10,4,40.0,97.38
ASG01296,STU00260,Big Data Analytics,8,4,50.0,44.23
ASG01297,STU00260,Computer Networks,9,3,33.33,68.41
ASG01298,STU00260,Database Management,11,3,27.27,95.96
ASG01299,STU00260,Machine Learning,8,7,87.5,57.08
ASG01300,STU00260,Operating Systems,12,12,100.0,39.42
ASG01301,STU00261,Big Data Analytics,9,8,88.89,98.68
ASG01302,STU00261,Computer Networks,9,7,77.78,92.24
ASG01303,STU00261,Database Management,12,7,58.33,97.91
ASG01304,STU00261,Machine Learning,11,4,36.36,48.78
ASG01305,STU00261,Operating Systems,8,8,100.0,75.93
ASG01306,STU00262,Big Data Analytics,12,4,33.33,99.3
ASG01307,STU00262,Computer Networks,8,8,100.0,40.08
ASG01308,STU00262,Database Management,10,9,90.0,75.83
ASG01309,STU00262,Machine Learning,8,4,50.0,61.9
ASG01310,STU00262,Operating Systems,12,9,75.0,76.44
ASG01311,STU00263,Big Data Analytics,11,6,54.55,87.51
ASG01312,STU00263,Computer Networks,11,9,81.82,86.41
ASG01313,STU00263,Database Management,12,10,83.33,37.25
ASG01314,STU00263,Machine Learning,10,3,30.0,63.78
ASG01315,STU00263,Operating Systems,8,5,62.5,59.24
ASG01316,STU00264,Big Data Analytics,11,9,81.82,50.5
ASG01317,STU00264,Computer Networks,11,5,45.45,65.05
ASG01318,STU00264,Database Management,10,4,40.0,58.59
ASG01319,STU00264,Machine Learning,9,5,55.56,88.91
ASG01320,STU00264,Operating Systems,10,7,70.0,66.09
ASG01321,STU00265,Big Data Analytics,10,4,40.0,39.06
ASG01322,STU00265,Computer Networks,9,4,44.44,44.19
ASG01323,STU00265,Database Management,9,7,77.78,77.6
ASG01324,STU00265,Machine Learning,9,5,55.56,63.66
ASG01325,STU00265,Operating Systems,8,7,87.5,43.58
ASG01326,STU00266,Big Data Analytics,8,5,62.5,47.34
ASG01327,STU00266,Computer Networks,10,4,40.0,54.22
ASG01328,STU00266,Database Management,8,3,37.5,93.2
ASG01329,STU00266,Machine Learning,10,6,60.0,67.92
ASG01330,STU00266,Operating Systems,10,3,30.0,46.55
ASG01331,STU00267,Big Data Analytics,12,6,50.0,67.84
ASG01332,STU00267,Computer Networks,8,3,37.5,89.67
ASG01333,STU00267,Database Management,9,9,100.0,57.48
ASG01334,STU00267,Machine Learning,9,8,88.89,71.41
ASG01335,STU00267,Operating Systems,8,3,37.5,77.73
ASG01336,STU00268,Big Data Analytics,8,4,50.0,77.05
ASG01337,STU00268,Computer Networks,10,6,60.0,66.34
ASG01338,STU00268,Database Management,12,7,58.33,47.8
ASG01339,STU00268,Machine Learning,12,11,91.67,40.86
ASG01340,STU00268,Operating Systems,10,5,50.0,71.55
ASG01341,STU00269,Big Data Analytics,8,8,100.0,52.08
ASG01342,STU00269,Computer Networks,8,3,37.5,36.5
ASG01343,STU00269,Database Management,8,3,37.5,79.79
ASG01344,STU00269,Machine Learning,8,7,87.5,38.38
ASG01345,STU00269,Operating Systems,11,10,90.91,96.71
ASG01346,STU00270,Big Data Analytics,9,7,77.78,84.36
ASG01347,STU00270,Computer Networks,12,11,91.67,35.25
ASG01348,STU00270,Database Management,9,5,55.56,68.04
ASG01349,STU00270,Machine Learning,10,8,80.0,88.33
ASG01350,STU00270,Operating Systems,10,6,60.0,49.94
ASG01351,STU00271,Big Data Analytics,12,5,41.67,75.48
ASG01352,STU00271,Computer Networks,10,3,30.0,69.5
ASG01353,STU00271,Database Management,10,10,100.0,59.82
ASG01354,STU00271,Machine Learning,11,7,63.64,73.04
ASG01355,STU00271,Operating Systems,10,6,60.0,36.08
ASG01356,STU00272,Big Data Analytics,9,7,77.78,44.57
ASG01357,STU00272,Computer Networks,8,5,62.5,53.42
ASG01358,STU00272,Database Management,12,9,75.0,62.22
ASG01359,STU00272,Machine Learning,8,8,100.0,42.45
ASG01360,STU00272,Operating Systems,12,4,33.33,75.63
ASG01361,STU00273,Big Data Analytics,9,4,44.44,71.52
ASG01362,STU00273,Computer Networks,9,3,33.33,48.08
ASG01363,STU00273,Database Management,11,11,100.0,96.97
ASG01364,STU00273,Machine Learning,12,4,33.33,54.25
ASG01365,STU00273,Operating Systems,9,4,44.44,86.5
ASG01366,STU00274,Big Data Analytics,9,6,66.67,98.6
ASG01367,STU00274,Computer Networks,11,7,63.64,69.06
ASG01368,STU00274,Database Management,11,5,45.45,53.46
ASG01369,STU00274,Machine Learning,9,5,55.56,56.02
ASG01370,STU00274,Operating Systems,12,4,33.33,66.18
ASG01371,STU00275,Big Data Analytics,10,9,90.0,57.02
ASG01372,STU00275,Computer Networks,12,7,58.33,67.56
ASG01373,STU00275,Database Management,8,4,50.0,73.13
ASG01374,STU00275,Machine Learning,9,4,44.44,68.43
ASG01375,STU00275,Operating Systems,11,5,45.45,35.79
ASG01376,STU00276,Big Data Analytics,10,3,30.0,92.74
ASG01377,STU00276,Computer Networks,10,9,90.0,88.82
ASG01378,STU00276,Database Management,12,6,50.0,57.31
ASG01379,STU00276,Machine Learning,12,9,75.0,36.65
ASG01380,STU00276,Operating Systems,9,8,88.89,80.96
ASG01381,STU00277,Big Data Analytics,8,6,75.0,91.57
ASG01382,STU00277,Computer Networks,11,5,45.45,80.19
ASG01383,STU00277,Database Management,9,9,100.0,75.11
ASG01384,STU00277,Machine Learning,10,6,60.0,72.23
ASG01385,STU00277,Operating Systems,8,4,50.0,68.67
ASG01386,STU00278,Big Data Analytics,9,3,33.33,98.78
ASG01387,STU00278,Computer Networks,8,3,37.5,73.53
ASG01388,STU00278,Database Management,12,6,50.0,93.56
ASG01389,STU00278,Machine Learning,11,6,54.55,70.09
ASG01390,STU00278,Operating Systems,12,12,100.0,43.14
ASG01391,STU00279,Big Data Analytics,12,8,66.67,47.95
ASG01392,STU00279,Computer Networks,11,3,27.27,37.18
ASG01393,STU00279,Database Management,12,11,91.67,72.29
