student_id,avg_attendance,attended_classes,total_classes,assignment_completion_percentage,avg_assignment_completion,avg_assignment_score,submitted_assignments,total_assignments,internal_marks,avg_internal_marks,avg_midterm_marks,avg_final_exam_marks,avg_total_marks,previous_gpa,study_hours_per_day,total_study_hours,total_sleep_hours,total_library_hours,total_self_study_hours,total_distraction_hours,total_practice_questions,avg_study_consistency,total_logins,total_video_minutes,total_resources_viewed,total_quiz_attempts,total_forum_posts,total_session_minutes,risk_level
STU00273,69.18,143,205,51.11,51.11,71.46,26,50,52.15,26.6,23.4,25.4,75.4,8.37,3.47,59.24,66.55,30.99,28.27,26.17,254,5.9,76,1818,165,60,47,2067,Medium
STU00274,72.4,162,220,52.93,52.93,68.66,27,52,57.98,31.2,19.2,27.2,77.6,8.21,4.24,33.6,64.75,23.12,33.27,24.77,275,5.4,67,1598,137,49,49,2448,Low
STU00275,74.43,149,201,57.64,57.64,60.39,29,50,56.59,28.4,18.6,23.4,70.4,8.66,5.87,35.98,64.47,33.55,29.64,25.47,218,6.8,76,1582,142,52,56,2569,Medium
STU00276,69.95,148,210,66.78,66.78,71.3,35,53,71.42,31.4,26.8,23.0,81.2,8.03,7.56,41.79,72.56,32.79,28.89,18.75,201,5.8,82,2107,174,56,52,2142,Low
STU00277,72.78,161,219,66.09,66.09,77.55,30,46,57.58,31.2,21.4,25.8,78.4,6.43,6.56,38.98,78.54,17.53,39.69,26.2,293,4.0,71,2178,125,53,63,2310,Medium
STU00278,65.68,140,212,55.08,55.08,75.82,30,52,61.81,30.6,26.2,23.4,80.2,9.09,2.28,47.47,64.14,27.07,33.13,29.31,150,6.0,85,1925,175,53,42,2668,Low
STU00279,68.12,161,236,61.57,61.57,55.69,33,53,66.83,30.2,17.8,22.2,70.2,4.99,7.26,49.98,68.83,16.8,34.87,24.56,291,5.6,90,1466,143,46,56,2688,Medium
STU00280,71.28,145,206,80.56,80.56,69.03,40,51,74.67,31.8,19.4,25.0,76.2,7.52,5.65,42.43,64.18,26.39,32.35,28.68,296,4.5,86,2056,118,59,39,2517,Low
STU00281,75.91,158,206,59.89,59.89,69.11,27,47,42.35,32.8,20.6,26.0,79.4,7.96,1.35,39.39,69.94,35.07,38.22,28.07,231,5.2,76,2087,175,42,47,2616,High
STU00282,76.52,164,218,72.36,72.36,55.14,39,53,78.72,28.2,22.6,26.0,76.8,8.22,6.38,44.59,68.15,22.61,40.49,23.24,138,7.1,80,1715,142,56,62,2623,Low
STU00283,76.72,158,207,61.94,61.94,73.73,32,53,54.64,32.6,23.2,24.0,79.8,6.88,7.64,31.3,68.84,27.19,29.06,23.98,235,5.5,77,1675,139,46,49,2431,Medium
STU00284,79.16,175,220,76.36,76.36,70.15,36,47,76.87,23.2,25.8,22.6,71.6,9.85,5.36,26.09,72.12,22.19,31.42,21.17,220,6.1,75,1202,108,39,48,2666,Low
STU00285,66.43,142,213,56.74,56.74,63.94,28,48,74.38,31.2,23.6,24.2,79.0,7.06,7.04,38.71,71.29,26.55,19.34,28.4,196,5.8,64,2159,111,56,42,2048,Low
STU00286,73.49,148,201,72.73,72.73,66.86,34,47,53.5,35.0,24.2,25.0,84.2,4.85,6.98,37.88,66.76,21.85,32.93,32.29,250,6.2,83,1613,144,42,52,2307,Medium
STU00287,66.59,140,212,79.33,79.33,52.56,41,52,54.64,26.2,22.2,24.4,72.8,7.83,5.07,42.52,62.31,21.13,27.25,27.49,278,4.7,61,1979,190,53,52,1859,High
STU00288,71.51,161,226,50.0,50.0,61.19,24,49,56.43,29.6,22.8,25.6,78.0,8.09,3.04,31.93,68.91,22.17,32.95,21.41,230,4.9,86,1413,191,42,51,2315,High
STU00289,59.81,138,230,69.77,69.77,62.5,33,49,51.12,31.2,23.2,24.4,78.8,6.63,3.58,40.96,62.81,21.43,33.83,26.18,332,5.5,69,1677,187,43,61,2615,Medium
STU00290,74.75,163,222,66.35,66.35,71.88,32,50,64.26,29.8,23.0,25.0,77.8,7.18,1.98,27.25,67.6,24.41,27.62,22.16,199,5.3,76,1773,146,65,59,2057,Medium
STU00291,74.0,152,205,70.56,70.56,63.9,32,47,40.78,28.8,23.4,26.6,78.8,5.53,5.1,50.76,67.29,29.57,32.72,25.59,233,6.1,86,1604,136,53,42,2573,High
STU00292,75.56,173,227,72.89,72.89,48.33,36,50,62.25,30.6,26.2,24.0,80.8,10.0,5.63,47.59,68.69,19.3,33.57,30.08,253,6.9,79,1985,165,49,36,2823,Low
STU00293,68.7,140,203,68.89,68.89,64.14,36,52,61.86,34.0,26.0,27.0,87.0,9.77,2.42,45.55,62.86,23.22,28.51,23.17,292,3.8,86,1888,167,36,78,2122,Medium
STU00294,63.17,141,224,58.05,58.05,71.7,29,52,55.58,35.8,19.6,24.6,80.0,5.02,5.07,33.33,60.42,30.54,27.36,25.98,272,6.9,96,1644,148,49,50,2619,High
STU00295,70.69,147,203,68.36,68.36,58.45,35,51,41.88,34.0,20.4,26.8,81.2,6.84,1.98,41.66,66.35,22.8,32.57,22.85,282,4.3,122,1401,157,45,47,2346,High
STU00296,66.55,150,231,44.34,44.34,70.74,25,56,58.07,29.0,22.6,23.6,75.2,8.11,6.06,44.72,66.35,28.84,29.47,21.07,321,5.4,91,1813,109,56,57,2280,Low
STU00297,78.95,172,219,64.61,64.61,58.97,29,44,56.97,27.8,24.6,23.6,76.0,6.87,3.63,45.51,70.19,23.27,29.72,23.51,286,6.5,73,1605,141,69,41,2127,High
STU00298,76.56,167,215,59.92,59.92,77.03,26,44,71.65,27.4,25.2,26.2,78.8,9.61,4.76,53.91,65.64,20.31,30.15,28.99,284,6.3,97,1790,144,44,46,2194,Low
STU00299,68.41,150,218,70.24,70.24,70.81,38,54,53.69,34.6,24.2,25.2,84.0,7.77,7.13,45.92,65.29,25.82,32.89,32.3,264,6.5,78,1998,147,41,53,2128,Medium
STU00300,74.26,159,216,68.67,68.67,51.31,36,51,46.2,29.6,22.2,23.6,75.4,6.23,3.63,31.35,69.03,18.14,33.94,25.89,230,3.9,86,1869,198,59,46,2447,High
STU00301,64.25,136,213,69.79,69.79,57.65,36,53,52.33,33.6,21.2,27.4,82.2,8.12,3.4,58.53,67.27,26.99,34.78,23.77,266,5.7,74,1425,140,60,49,2030,High
STU00302,77.88,164,213,71.33,71.33,73.04,34,48,80.31,23.8,25.0,22.8,71.6,9.03,7.58,53.58,61.35,28.65,42.75,18.5,201,5.4,89,1545,154,48,56,2368,Low
STU00303,83.35,189,227,70.43,70.43,62.09,35,50,69.23,33.2,24.4,24.6,82.2,4.63,6.27,39.15,67.29,21.99,32.2,13.58,265,5.8,95,1675,139,55,55,2497,Medium
STU00304,76.49,158,209,58.85,58.85,69.38,30,51,74.12,29.4,24.4,23.2,77.0,8.46,7.55,39.64,63.41,25.8,30.11,31.58,243,4.9,63,1668,168,40,63,2892,Low
STU00305,82.01,168,207,67.39,67.39,69.95,33,47,60.8,33.0,23.0,25.4,81.4,5.61,4.04,35.16,60.99,30.31,24.98,20.58,154,5.1,90,1818,102,51,50,2445,Medium
STU00306,67.95,154,228,55.39,55.39,56.45,25,45,68.41,31.8,22.6,25.8,80.2,8.17,1.93,37.81,65.17,32.04,38.67,26.02,213,4.4,66,1611,129,43,44,2655,Medium
STU00307,67.19,153,224,68.0,68.0,68.01,36,53,55.33,26.6,25.2,26.2,78.0,9.14,5.66,42.15,70.32,26.24,30.16,23.46,300,4.6,98,2003,148,46,54,2422,Low
STU00308,89.56,190,211,57.44,57.44,51.45,29,52,35.37,26.6,21.0,23.4,71.0,5.93,2.12,41.97,57.86,26.69,31.96,26.93,243,6.6,77,1790,128,47,44,2510,High
STU00309,69.79,156,223,69.67,69.67,53.48,34,49,52.98,33.6,22.8,25.4,81.8,9.08,3.7,35.51,67.37,25.82,36.02,27.87,214,4.6,75,1902,162,49,46,2832,Medium
STU00310,81.98,178,216,69.11,69.11,69.99,35,49,53.84,28.4,21.8,23.4,73.6,8.63,5.62,43.7,70.33,21.13,35.43,23.38,310,6.6,74,1848,202,38,32,2395,Medium
STU00311,70.35,158,224,62.5,62.5,85.86,36,56,47.38,27.6,22.8,25.0,75.4,7.31,5.04,46.18,72.42,19.56,35.44,17.64,311,5.3,87,1964,182,37,52,1867,High
STU00312,75.86,175,230,63.71,63.71,68.98,31,48,72.04,31.8,25.6,27.0,84.4,7.03,5.41,52.53,63.48,22.61,33.32,22.4,317,5.6,79,1771,129,44,52,2361,Medium
STU00313,74.1,154,209,83.0,83.0,66.54,36,44,67.95,31.4,22.4,24.4,78.2,8.61,4.5,44.74,67.9,34.24,29.22,20.67,317,6.4,83,1884,141,47,45,2234,Low
STU00314,69.91,145,206,57.09,57.09,66.3,27,47,74.8,29.4,21.2,26.6,77.2,7.81,6.63,40.51,72.69,18.06,36.74,23.47,226,4.5,86,1873,131,58,43,2003,Low
STU00315,81.69,185,228,66.12,66.12,65.32,34,51,48.02,27.8,20.8,27.6,76.2,7.91,3.43,40.3,65.17,31.12,43.43,19.45,248,4.8,63,2290,123,60,56,2727,Medium
STU00316,87.45,206,236,55.08,55.08,72.6,25,47,65.76,32.2,20.2,25.8,78.2,5.56,7.72,42.64,70.99,24.53,36.79,29.01,282,5.5,76,1783,149,52,42,2199,Medium
STU00317,75.54,175,232,39.85,39.85,65.99,22,55,68.41,25.6,20.8,24.4,70.8,4.52,7.66,31.33,69.08,27.77,34.2,25.14,222,4.8,87,1870,152,55,45,2439,Medium
STU00318,64.3,133,205,78.07,78.07,56.04,40,51,56.56,25.6,26.8,23.4,75.8,6.24,5.4,28.62,65.3,26.2,34.76,29.34,335,4.4,56,1943,164,66,50,2272,Medium
STU00319,78.67,166,212,57.22,57.22,74.83,26,46,58.26,29.0,20.4,27.4,76.8,4.57,6.31,38.9,66.02,14.64,35.53,29.95,155,4.5,77,1997,152,61,44,2690,High
STU00320,77.31,148,190,85.07,85.07,61.33,46,54,52.33,29.4,23.0,25.4,77.8,9.81,2.09,54.04,62.57,29.38,29.72,23.37,278,7.3,56,1869,170,53,44,2292,Medium
STU00321,77.61,165,214,53.27,53.27,64.2,30,56,41.68,29.4,22.8,22.0,74.2,7.12,2.07,36.51,61.85,24.02,29.8,31.21,184,5.7,75,1896,106,47,54,2474,High
STU00322,72.08,154,214,70.83,70.83,66.85,32,46,64.15,30.2,21.6,25.4,77.2,9.19,3.96,35.3,63.11,28.88,33.29,20.92,241,5.1,73,1810,151,60,38,1624,Low
STU00323,64.68,131,204,67.0,67.0,77.3,36,55,48.54,28.0,24.8,24.8,77.6,7.36,2.95,44.81,70.23,25.96,35.27,20.39,308,5.7,93,1876,144,40,46,1928,Medium
STU00324,70.39,148,212,57.55,57.55,68.72,29,52,77.53,33.4,23.4,24.6,81.4,9.54,7.96,43.31,64.1,31.82,36.61,30.83,256,6.0,78,1741,155,49,58,3038,Low
STU00325,85.8,171,197,74.43,74.43,74.11,38,51,47.68,27.0,19.8,26.6,73.4,4.61,1.31,53.08,69.2,20.93,26.96,22.87,285,5.7,94,1495,139,51,56,2162,High
STU00326,60.09,123,200,62.83,62.83,78.14,34,53,57.77,30.0,21.0,23.2,74.2,7.82,5.37,42.19,70.26,21.91,34.96,30.96,231,4.3,57,1711,182,54,51,2476,Medium
STU00327,69.62,145,212,57.67,57.67,73.21,33,56,57.7,27.6,20.0,25.0,72.6,7.52,4.02,43.67,72.73,24.63,42.0,28.87,288,6.5,82,2039,166,59,43,2930,Medium
STU00328,72.47,160,221,46.11,46.11,81.42,20,43,46.53,34.6,26.0,26.0,86.6,4.93,6.69,35.91,76.0,20.94,31.52,28.75,229,5.2,93,1735,156,54,58,2260,High
STU00329,83.15,171,206,49.8,49.8,70.27,26,52,66.18,35.0,24.0,22.2,81.2,10.0,4.01,41.03,66.72,21.63,32.48,19.25,311,5.2,97,1850,155,51,59,1862,Medium
STU00330,73.38,155,210,67.87,67.87,70.19,33,51,55.88,31.0,23.4,28.0,82.4,9.72,4.91,34.98,66.04,23.82,36.08,31.82,151,4.3,79,1902,168,63,46,2318,Low
STU00331,83.17,179,216,64.2,64.2,69.11,31,49,60.67,28.4,22.8,24.4,75.6,6.29,6.59,53.78,66.02,26.57,34.05,27.14,292,5.9,71,1688,144,40,47,2572,Low
STU00332,74.82,159,215,63.16,63.16,70.17,31,50,63.15,36.0,20.4,25.4,81.8,7.81,5.6,33.07,74.1,26.58,31.12,26.5,277,6.3,82,1755,147,61,54,2452,Medium
STU00333,66.61,139,209,72.56,72.56,66.2,38,51,62.96,31.6,19.6,24.2,75.4,7.13,5.74,39.49,64.57,22.73,30.53,21.13,220,5.8,86,1875,139,64,51,2668,Medium
STU00334,75.36,148,197,60.7,60.7,58.13,33,55,58.32,28.0,24.0,25.0,77.0,6.37,3.49,47.66,57.01,25.12,35.95,23.03,306,3.9,71,1851,138,59,57,2280,High
STU00335,65.58,147,225,59.37,59.37,53.51,26,44,66.81,35.4,20.6,24.6,80.6,9.55,7.83,41.97,65.58,26.32,29.75,25.88,224,5.2,95,1590,152,55,51,2308,Low
STU00336,66.56,133,200,66.11,66.11,59.14,32,49,51.07,30.6,19.0,26.2,75.8,7.05,1.86,54.66,68.97,23.03,29.83,26.14,264,4.2,78,1663,167,52,50,2074,High
STU00337,64.76,137,209,86.11,86.11,76.1,45,52,53.14,31.8,23.6,21.6,77.0,7.96,4.99,40.32,62.06,31.74,40.37,23.48,348,6.1,100,1610,162,54,41,2150,Medium
STU00338,61.51,135,218,58.41,58.41,74.58,30,53,54.95,25.8,24.2,26.8,76.8,4.87,6.17,39.91,75.72,28.03,24.96,25.34,209,5.9,69,2102,124,45,44,2304,High
STU00339,68.47,150,222,64.21,64.21,76.18,33,50,47.88,29.4,20.0,24.8,74.2,6.74,4.16,35.23,74.67,27.44,27.58,27.86,232,5.4,80,1806,172,40,38,2424,High
STU00340,79.65,170,213,69.35,69.35,68.03,36,51,58.72,29.8,23.8,26.0,79.6,6.17,6.83,29.4,70.04,24.52,31.05,26.28,262,5.5,88,1969,160,49,47,2211,Medium
STU00341,67.59,141,213,82.73,82.73,77.44,41,50,54.04,30.0,22.0,24.0,76.0,7.18,2.02,50.34,68.26,29.82,26.43,22.9,315,6.0,81,1462,145,58,46,2671,High
STU00342,89.16,203,229,56.0,56.0,61.79,28,51,64.76,33.4,22.8,23.8,80.0,7.31,2.54,34.36,66.92,28.05,28.45,22.88,257,5.8,79,1695,135,43,54,1917,Medium
STU00343,89.97,179,199,62.22,62.22,65.98,33,53,64.58,27.8,23.2,24.6,75.6,9.48,5.54,49.08,65.56,20.92,36.15,31.64,218,6.2,87,1772,160,68,47,2303,Low
STU00344,70.01,161,228,69.29,69.29,60.46,36,52,63.15,28.8,22.6,25.6,77.0,6.46,6.04,44.51,72.74,31.57,41.63,19.72,213,5.4,79,1952,172,46,49,2871,Medium
STU00345,80.85,187,231,70.75,70.75,75.29,35,50,68.29,32.8,23.0,25.8,81.6,9.34,5.94,41.54,66.44,31.73,27.04,24.08,299,5.0,94,2106,118,49,52,2077,Low
STU00346,80.27,164,204,67.61,67.61,69.22,34,49,63.87,29.8,24.0,24.6,78.4,9.95,4.28,35.1,65.32,13.79,36.71,22.21,285,4.7,60,2010,152,47,59,1806,Low
STU00347,81.64,162,197,60.09,60.09,87.54,30,51,70.13,36.0,24.0,25.8,85.8,9.3,7.54,30.89,73.68,25.11,29.35,19.42,232,5.7,86,1632,146,41,43,2539,Low
STU00348,66.65,144,217,50.77,50.77,83.11,25,49,42.31,25.2,22.0,26.6,73.8,6.34,1.11,50.16,69.38,29.59,25.9,30.72,241,6.8,78,1653,141,52,48,2628,High
STU00349,77.68,169,215,69.72,69.72,73.02,32,46,52.81,29.8,26.0,23.8,79.6,7.3,3.85,34.85,64.11,26.55,35.2,20.64,253,6.4,81,1824,140,43,47,2347,High
STU00350,72.27,167,229,68.49,68.49,64.32,39,57,55.25,30.0,27.0,26.4,83.4,8.74,2.2,44.3,58.11,22.71,29.64,32.53,173,5.4,87,1905,170,38,52,2265,Medium
STU00351,85.13,177,210,59.21,59.21,64.51,31,52,64.32,31.2,20.6,25.2,77.0,9.77,2.79,34.59,62.22,30.79,28.11,18.76,200,5.0,100,2105,148,34,44,2444,Medium
STU00352,82.81,196,238,55.0,55.0,65.02,29,52,66.06,32.6,22.8,25.0,80.4,9.61,2.93,51.7,67.44,23.88,33.48,29.02,239,5.0,84,1924,150,59,48,2140,Medium
STU00353,57.13,112,196,62.72,62.72,71.66,28,47,56.52,26.0,24.0,24.2,74.2,8.2,3.04,43.81,65.63,26.07,37.12,23.34,232,5.1,64,1580,182,54,48,2545,Medium
STU00354,72.19,152,210,56.67,56.67,70.15,26,47,51.0,30.0,23.2,22.4,75.6,7.61,1.57,35.75,70.38,17.34,37.39,28.61,199,3.4,70,1540,132,48,42,2716,High
STU00355,76.99,158,204,67.14,67.14,63.72,32,48,53.22,34.8,21.6,26.0,82.4,6.95,2.94,46.01,73.42,25.07,31.81,23.23,227,5.0,90,1956,174,49,37,2470,Medium
STU00356,76.46,175,227,58.23,58.23,54.92,30,50,60.16,31.8,20.6,21.4,73.8,9.3,7.37,32.41,68.52,27.18,33.95,25.88,261,3.9,74,1994,158,46,43,2602,Low
STU00357,71.27,138,195,60.1,60.1,80.33,30,49,69.58,30.4,22.6,25.2,78.2,7.38,7.34,53.57,64.97,20.35,27.36,26.52,277,7.3,81,1752,135,47,59,2516,Low
STU00358,82.7,181,220,92.88,92.88,66.31,48,52,40.78,30.0,24.4,23.6,78.0,7.76,1.17,42.92,65.75,23.92,40.17,22.82,227,6.7,83,1977,149,46,57,2376,High
STU00359,70.08,151,216,68.08,68.08,67.83,34,49,34.17,28.4,23.6,24.4,76.4,4.89,3.15,49.73,69.86,21.39,27.27,27.06,402,5.0,101,1996,171,46,55,2781,High
STU00360,77.24,162,210,75.52,75.52,53.96,35,46,62.8,33.6,18.8,28.0,80.4,8.65,2.82,40.21,59.56,24.02,28.05,17.58,284,6.6,78,1470,159,43,42,2723,Medium
STU00361,69.86,161,229,72.65,72.65,68.3,35,50,58.05,33.2,23.6,24.0,80.8,5.25,4.29,44.77,63.3,20.49,32.36,36.24,272,5.3,66,1543,150,44,58,1727,Medium
STU00362,72.59,150,207,65.15,65.15,92.13,36,56,45.39,27.8,26.0,25.6,79.4,6.5,3.19,37.6,71.91,20.61,29.22,25.67,188,7.3,98,2355,158,32,46,2493,High
STU00363,63.32,133,212,66.94,66.94,79.28,38,56,61.58,30.0,23.4,24.8,78.2,4.85,7.65,33.93,63.76,27.16,29.03,22.56,244,7.2,72,1826,142,34,46,2186,Medium
STU00364,70.15,149,215,58.42,58.42,66.08,31,53,48.18,26.6,23.8,23.2,73.6,8.22,3.72,39.98,60.53,28.37,33.04,27.3,271,6.2,109,1502,133,42,45,2039,High
STU00365,67.34,151,222,57.58,57.58,58.65,31,54,74.54,30.4,26.8,27.4,84.6,5.4,7.35,48.76,63.69,31.33,34.04,23.4,297,5.9,74,1713,127,61,50,2452,Low
STU00366,78.35,172,221,62.73,62.73,71.2,33,53,52.73,30.8,23.0,27.0,80.8,6.82,6.3,37.78,78.93,26.25,35.47,25.57,300,5.4,98,1396,156,49,62,2187,High
STU00367,67.44,145,214,60.91,60.91,64.2,31,49,46.6,27.2,22.6,24.2,74.0,9.23,2.24,51.28,60.46,29.71,34.18,25.05,225,4.2,79,1850,148,54,60,2300,Medium
STU00368,77.76,155,199,65.58,65.58,50.6,36,54,52.51,29.6,25.0,25.6,80.2,5.91,3.52,31.83,70.28,23.48,39.94,28.64,295,4.3,85,1912,124,59,57,2634,High
STU00369,84.91,173,203,71.88,71.88,77.96,39,55,79.63,29.2,23.8,24.6,77.6,9.22,6.74,47.56,66.01,20.55,28.74,17.24,205,4.9,79,1785,133,38,45,2253,Low
STU00370,69.63,138,199,63.67,63.67,50.87,32,52,58.01,31.4,25.4,23.2,80.0,9.51,5.04,37.05,60.48,23.48,32.3,27.97,288,7.3,89,1938,129,59,47,2800,Low
STU00371,84.02,178,214,64.28,64.28,69.17,32,48,43.42,32.4,23.0,21.8,77.2,5.49,2.42,34.02,74.23,18.99,28.02,23.09,289,5.4,55,1353,171,58,51,2843,High
STU00372,78.56,161,208,67.09,67.09,63.48,36,53,54.04,32.6,22.0,24.2,78.8,6.32,5.3,53.9,61.26,23.41,38.01,19.2,281,5.4,71,1951,169,60,56,2217,Medium
STU00373,77.81,174,220,57.78,57.78,74.31,28,49,55.5,27.8,23.6,24.4,75.8,6.99,7.07,30.28,61.24,26.21,40.4,31.0,287,5.6,73,1921,171,58,39,2288,Medium
STU00374,77.16,151,199,61.36,61.36,57.61,33,55,58.41,29.0,21.4,24.6,75.0,4.84,6.53,37.97,69.6,21.72,30.67,23.46,287,5.8,86,2249,169,45,36,2934,Medium
STU00375,80.11,179,221,65.05,65.05,78.7,34,53,52.96,31.6,19.4,26.6,77.6,7.12,2.4,32.17,55.94,24.87,24.95,34.6,222,6.1,98,1822,134,53,47,1910,High
STU00376,71.97,159,220,69.67,69.67,68.51,33,47,47.14,27.2,19.0,25.2,71.4,5.51,6.03,45.67,63.65,32.01,32.72,23.35,264,4.1,75,1932,167,40,41,2091,High
STU00377,69.65,152,218,72.17,72.17,63.98,37,51,50.19,29.4,22.2,27.6,79.2,8.04,3.24,43.36,73.82,27.42,32.28,27.25,303,5.9,84,2345,130,62,47,1915,High
STU00378,62.38,129,206,64.95,64.95,71.7,33,49,57.43,29.2,19.8,25.8,74.8,7.16,5.3,36.36,60.41,28.94,34.23,26.13,198,6.7,90,2022,172,44,34,1982,Medium
STU00379,82.42,164,198,75.56,75.56,62.36,35,45,66.55,30.6,25.8,25.8,82.2,6.79,3.82,38.13,66.94,21.9,35.64,30.99,346,5.0,80,1839,151,50,47,2224,Medium
STU00380,72.24,149,206,63.73,63.73,66.34,29,46,65.14,30.4,17.4,26.6,74.4,7.77,4.93,38.47,70.17,29.21,24.28,31.34,256,4.2,67,2146,143,62,55,2408,Medium
STU00381,87.41,184,213,65.79,65.79,71.14,31,48,63.9,27.6,26.0,24.4,78.0,6.02,2.82,37.14,69.87,19.49,30.02,24.98,233,6.4,79,1450,179,56,58,2316,Medium
STU00382,82.34,172,208,65.0,65.0,77.69,32,49,55.71,32.0,25.6,23.6,81.2,6.27,5.64,40.62,69.74,28.8,36.07,25.1,273,4.7,84,1991,144,51,48,2662,Medium
STU00383,70.95,165,231,73.89,73.89,82.67,37,50,79.34,27.8,23.2,24.8,75.8,9.54,5.12,37.47,69.0,14.85,38.82,20.88,243,4.7,97,1641,139,41,44,2412,Low
STU00384,64.98,134,207,73.94,73.94,67.82,41,55,50.93,32.6,24.6,27.6,84.8,5.66,2.14,47.42,71.12,25.08,35.3,23.77,325,5.5,87,1563,174,53,38,2831,High
STU00385,70.27,144,205,68.0,68.0,83.16,35,51,74.24,29.8,25.4,26.0,81.2,6.52,6.17,47.92,75.14,25.16,39.52,21.51,236,4.9,64,1805,138,52,44,2513,Medium
STU00386,73.41,150,205,86.67,86.67,73.73,46,53,51.84,31.2,19.2,26.6,77.0,4.63,2.16,55.44,63.76,14.51,31.46,25.32,248,4.8,93,1892,137,60,55,2777,High
STU00387,76.69,172,223,48.0,48.0,59.72,25,51,59.75,28.6,18.4,25.6,72.6,4.83,7.69,30.49,67.66,25.23,29.19,22.33,217,5.6,80,1660,194,50,57,2309,Medium
STU00388,71.66,138,192,75.78,75.78,65.84,36,49,80.81,30.2,22.4,24.4,77.0,6.93,7.39,39.75,68.6,20.39,31.08,20.08,348,5.9,74,1902,139,49,46,2525,Low
STU00389,64.72,155,240,74.66,74.66,64.73,35,47,48.7,29.8,25.0,25.0,79.8,5.68,4.96,36.0,71.75,18.99,33.75,32.25,217,6.5,98,1798,140,45,57,2179,High
STU00390,76.17,166,217,52.52,52.52,59.92,27,52,68.65,31.6,21.6,26.8,80.0,8.26,6.8,50.85,71.57,23.76,26.5,23.67,329,5.8,58,1956,167,45,35,2631,Medium
STU00391,68.89,129,190,61.72,61.72,67.72,29,48,45.24,29.4,24.0,24.6,78.0,4.75,4.38,31.3,68.1,24.31,32.9,30.69,360,6.8,85,1356,164,51,53,2401,High
STU00392,73.73,158,212,74.0,74.0,59.42,35,46,78.51,30.2,21.8,25.6,77.6,9.62,6.74,28.78,63.42,25.55,24.21,30.19,192,5.4,91,1554,138,53,53,2375,Low
STU00393,86.18,195,228,52.78,52.78,78.36,25,49,74.26,24.4,23.4,25.0,72.8,6.67,7.06,33.75,74.7,22.59,33.53,21.21,241,5.5,76,1983,107,52,36,2699,Low
STU00394,77.21,164,211,75.0,75.0,70.55,42,56,71.59,29.2,21.0,26.6,76.8,7.78,6.76,38.19,67.31,22.16,30.09,26.78,191,4.1,62,1771,141,50,47,2230,Medium
STU00395,73.12,157,213,63.33,63.33,58.47,31,49,59.21,30.8,20.8,23.6,75.2,8.54,6.03,34.43,60.1,25.68,41.34,20.65,219,5.1,92,1678,140,39,50,2488,Low
STU00396,78.95,174,217,62.58,62.58,72.13,29,46,46.68,33.2,23.4,24.8,81.4,6.03,4.08,39.96,60.38,21.86,37.81,36.34,184,6.8,75,1844,146,43,58,2525,High
STU00397,78.75,161,205,51.18,51.18,70.65,26,52,49.77,27.6,22.6,26.2,76.4,4.94,6.59,38.15,63.62,25.9,35.39,19.63,250,6.5,87,1740,207,44,54,2448,High
STU00398,74.44,158,209,51.34,51.34,72.46,25,49,67.27,30.8,22.4,24.6,77.8,9.37,5.09,34.75,61.11,23.66,39.88,21.96,306,6.5,83,1808,155,47,51,2531,Medium
STU00399,80.64,185,228,63.89,63.89,66.25,32,52,62.28,29.4,24.4,23.6,77.4,9.46,4.44,45.89,71.86,27.17,30.71,20.98,412,5.7,78,1432,183,54,42,1995,Low
STU00400,64.92,136,209,69.34,69.34,47.74,32,46,65.79,30.6,21.0,24.8,76.4,5.13,3.61,31.56,71.18,23.86,31.26,25.66,245,6.0,55,1575,89,45,50,2875,Medium
STU00401,81.63,174,212,48.88,48.88,72.43,25,53,58.1,29.2,22.8,25.0,77.0,4.98,4.14,51.18,61.0,18.9,36.85,26.36,306,3.9,78,1812,145,53,40,2568,High
STU00402,66.63,137,209,71.67,71.67,47.05,34,47,66.28,29.6,24.6,25.6,79.8,8.65,5.9,51.85,79.06,30.79,28.69,28.14,204,5.7,58,1732,173,44,32,2354,Medium
STU00403,78.13,175,222,74.06,74.06,67.16,34,46,42.69,31.0,23.0,26.2,80.2,5.39,2.37,46.04,72.71,20.88,37.68,16.69,231,7.3,82,1857,169,50,37,2454,High
STU00404,74.21,159,215,63.33,63.33,71.04,32,50,65.86,25.2,20.4,25.4,71.0,6.88,4.03,50.31,65.6,30.56,36.42,21.4,262,5.8,90,1963,177,45,44,2328,Medium
STU00405,67.09,146,217,81.67,81.67,63.65,36,44,59.98,31.0,25.8,25.2,82.0,7.01,5.14,51.46,69.97,22.89,37.6,21.16,271,4.4,96,2216,167,47,61,1843,Medium
STU00406,79.08,166,211,70.1,70.1,59.57,37,53,52.9,30.6,20.6,24.0,75.2,8.58,4.46,40.33,67.59,27.21,29.31,28.73,393,5.1,70,1588,151,58,53,2231,Medium
STU00407,80.74,157,193,68.83,68.83,69.58,35,52,34.35,27.6,20.2,24.0,71.8,6.96,1.61,45.3,60.13,26.68,31.39,23.58,288,6.3,88,1720,144,51,51,2624,High
STU00408,74.91,151,200,59.65,59.65,70.36,29,50,72.1,28.6,24.0,23.6,76.2,9.07,5.53,28.1,68.36,22.27,31.26,24.63,196,5.7,78,1880,124,52,57,2851,Low
STU00409,78.48,164,209,53.72,53.72,73.32,25,49,58.56,31.0,25.8,23.4,80.2,6.13,5.44,40.18,66.71,21.81,42.5,33.22,304,6.9,68,1378,144,67,52,2154,Medium
